name,material,city,height,completed
Atlantic Terminal Houses 1,concrete,New York City,93.26999664306601,1976
SoNo West Tower,concrete,Chicago,93.199996948242,2009
Metropolitan Tower,steel,Seattle,93.0,2001
Towers of Bay Ridge West,concrete,New York City,93.0,1972
Circus Circus Skyrise Tower,concrete,Las Vegas,93.0,1986
Four Gateway Center,steel,Pittsburgh,93.0,1960
Midtown Towers,steel,Pittsburgh,93.0,1907
Statue of Liberty,steel,New York City,93.0,1886
Omni William Penn Hotel,steel,Pittsburgh,92.949996948242,1916
The National,steel,Chicago,92.349998474121,1907
The Riverhouse,concrete,New York City,92.050003051758,2008
Riverside Plaza,steel,Chicago,92.050003051758,1929
Hilton Indianapolis,concrete,Indianapolis,92.050003051758,1971
Kukui Plaza Diamond Ewa Tower,concrete,Honolulu,92.0,1976
Kukui Plaza Diamond Head Tower,concrete,Honolulu,92.0,1976
International Tower,steel,Los Angeles,92.0,1985
Michigan Avenue Lofts,steel,Chicago,92.0,1911
Hotel Ivy + Residences,concrete,Minneapolis,91.91999816894501,2008
1111 North Dearborn,concrete,Chicago,91.75,1981
Clark Building,steel,Pittsburgh,91.75,1928
Oliver Street Tower,steel,Boston,91.75,1991
55 Public Square,mixed/composite,Cleveland,91.44000244140601,1958
One Light,concrete,Kansas City,91.400001525879,2015
The Carlyle,steel,Pittsburgh,91.400001525879,1906
Commonwealth Building,steel,Pittsburgh,91.400001525879,1906
Pacific Building,steel,Seattle,91.199996948242,1971
East Coast Tower I,concrete,New York City,91.139999389648,2006
Silver Tower I,concrete,New York City,91.099998474121,1966
Silver Tower II,concrete,New York City,91.099998474121,1966
200 Chambers Street,concrete,New York City,91.099998474121,2007
Viceroy New York,concrete,New York City,91.099998474121,2013
Astor Tower,concrete,Chicago,91.099998474121,1962
Georgia Power Company Headquarters,steel,Atlanta,91.0,1981
W Hotel Chicago Lakeshore,concrete,Chicago,90.83000183105499,1964
The Edge South Tower,concrete,New York City,90.83000183105499,2009
Central Tower,steel,San Francisco,90.83000183105499,1938
5444 Westheimer Road,steel,Houston,90.83000183105499,1979
River North Marriott Suites,concrete,Chicago,90.680000305176,2008
One Northside Piers,concrete,New York City,90.529998779297,2008
Feinberg Pavillion,mixed/composite,Chicago,90.529998779297,1997
Beacon Tower,mixed/composite,New York City,90.51999664306601,2007
The Olivian,concrete,Seattle,90.5,2009
575 8th Avenue,steel,New York City,90.5,1926
Sunset Vine Tower,mixed/composite,Los Angeles,90.5,2007
717 Olympic,concrete,Los Angeles,90.25,2008
Starrett-Lehigh Building,steel,New York City,90.220001220703,1931
Rego Park Center Tower,concrete,New York City,89.91999816894501,2015
Riley Towers I,concrete,Indianapolis,89.91999816894501,1963
Riley Towers II,concrete,Indianapolis,89.91999816894501,1963
Noble Square Co-op,concrete,Chicago,89.91999816894501,1969
Hess Building,steel,New York City,89.91999816894501,1913
Grant Park Tower,concrete,Minneapolis,89.610000610352,2004
Hyatt Centric,steel,Chicago,89.610000610352,1927
Wrigley Building North Addition,steel,Chicago,89.599998474121,1925
Gateway Towers The Condominium,concrete,Pittsburgh,89.300003051758,1964
Hilton Seattle,steel,Seattle,89.300003051758,1970
Marquee Michigan Avenue,concrete,Chicago,89.099998474121,2008
Erie on the Park,steel,Chicago,89.099998474121,2002
1418 North Lake Shore Drive,concrete,Chicago,89.0,1983
Towers of Bay Ridge East,concrete,New York City,89.0,1972
Randolph-Wells Building,steel,Chicago,89.0,1928
Chelsea Arts Tower,concrete,New York City,89.0,2007
Legacy at Memorial,concrete,Houston,88.699996948242,2009
Park Place Tower,steel,New York City,88.699996948242,1895
Consumers Building,steel,Chicago,88.699996948242,1913
Renaissance Blackstone,steel,Chicago,88.400001525879,1910
551 West 21st Street,concrete,New York City,88.389999389648,2015
Astor House,concrete,Chicago,88.23000335693399,1969
MDA City Apartments,steel,Chicago,88.199996948242,1927
Museum Pointe,concrete,Chicago,88.099998474121,2005
Emerson Tower,steel,Baltimore,88.099998474121,1911
Metropolitan Correctional Center,concrete,Chicago,88.08999633789101,1975
Nic on Fifth,concrete,Minneapolis,88.08999633789101,2014
Huntington Bank Building,steel,Cleveland,88.08999633789101,1924
Four Seasons Hotel St. Louis,concrete,St. Louis,88.0,2007
Sunset Media Tower,steel,Los Angeles,87.779998779297,1971
Presbyterian Hospital,steel,New York City,87.75,1928
Conrad Indianapolis & Residences,concrete,Indianapolis,87.48000335693399,2006
22 Skyview,concrete,Miami,87.199996948242,2013
505 8th Avenue,steel,New York City,87.199996948242,1926
Hippodrome Building,steel,New York City,87.16999816894501,1952
Continental Life Building,steel,St. Louis,87.099998474121,1930
Elliott Grand Hyatt Seattle,concrete,Seattle,87.0,2001
525 Hawthorne,concrete,Chicago,86.87000274658199,1970
1001 McKinney Bldg.,steel,Houston,86.87000274658199,1949
Flatiron Building,steel,New York City,86.87000274658199,1902
Hobart Building,steel,San Francisco,86.87000274658199,1914
Horizon House,concrete,Chicago,86.699996948242,1965
SkyHouse River Oaks,concrete,Houston,86.599998474121,2015
Edgecliff Point Condos,concrete,Cincinnati,86.5,1990
Market Square Center,steel,Indianapolis,86.26000213623001,1975
Omni Dallas Hotel,concrete,Dallas,86.0,2011
6 North Michigan,steel,Chicago,85.949996948242,1899
80 8th Avenue,steel,New York City,85.949996948242,1930
500 Broadway Building,concrete,St. Louis,85.830001831055,1970
Lawyers Building,steel,Pittsburgh,85.650001525879,1928
The Sovereign,mixed/composite,Houston,85.349998474121,2014
The Tree House Residence Hall at Massachusetts College of Art and Design,steel,Boston,85.339996337891,2012
Museum Park Tower I,concrete,Chicago,85.339996337891,2002
Four Penn Center,steel,Philadelphia,85.040000915527,1964
Frost Tower,concrete,Dallas,85.040000915527,2015
The Summit at University City,concrete,Philadelphia,85.0,2015
Ward Memorial Building,steel,Chicago,85.0,1926
Barbizon/63,steel,New York City,84.76000213623,1927
Lake Park Plaza,concrete,Chicago,84.75,1969
Master Printers Building,concrete,New York City,84.75,1927
Railway Exchange Building,steel,St. Louis,84.430000305176,1914
River Place on the Park,concrete,Chicago,84.099998474121,2006
Mercy Medical Center Inpatient Tower,steel,Baltimore,84.0,1963
One Gateway Center,steel,Pittsburgh,84.0,1952
Two Gateway Center,steel,Pittsburgh,84.0,1952
SkyHouse Houston,concrete,Houston,83.819999694824,2015
Fisher Building,steel,Chicago,83.819999694824,1906
136 E South Temple,concrete,Salt Lake City,83.519996643066,1966
Hilton Milwaukee City Center,steel,Milwaukee,83.519996643066,1927
Doubletree Guest Suites,concrete,Houston,83.199996948242,1982
Park Place,steel,Seattle,83.0,1972
Macy's at State Street,steel,Chicago,83.0,1914
102 5th Avenue,steel,New York City,82.910003662109,1912
Crown Plaza Cincinnati,steel,Cincinnati,82.910003662109,1949
Franklin / Illinois Apartments,concrete,Chicago,82.900001525879,2014
David Whitney Building,steel,Detroit,82.900001525879,1916
Loews Minneapolis Hotel,mixed/composite,Minneapolis,82.449996948242,2003
Hollywood Towers North,concrete,Chicago,82.300003051758,1962
Hollywood Towers South,concrete,Chicago,82.300003051758,1962
860 North Lake Shore Drive,steel,Chicago,82.300003051758,1951
880 North Lake Shore Drive,steel,Chicago,82.300003051758,1951
Michigan Boulevard Building,steel,Chicago,82.300003051758,1914
The Powhatan,concrete,Chicago,82.220001220703,1929
River Towers B,concrete,Minneapolis,82.099998474121,1966
Henry Hudson Hotel,steel,New York City,82.0,1929
Lexington House,concrete,New York City,82.0,2010
Lefcourt Empire Building,steel,New York City,82.0,1930
Plaza 600,steel,Seattle,82.0,1969
The Plaza Residences,steel,New York City,82.0,1909
Texas Children's Hospital Pavilion for Women,concrete,Houston,81.98999786377,2012
The St. James,concrete,Houston,81.699996948242,1975
Avalon West Chelsea,concrete,New York City,81.69000244140601,2014
Via6 North Tower,concrete,Seattle,81.400001525879,2013
Via6 South Tower,concrete,Seattle,81.400001525879,2013
Hyatt Regency Miami,concrete,Miami,81.379997253418,1982
Kheel Tower,steel,New York City,81.379997253418,1926
New York Times Building,steel,New York City,81.379997253418,1931
480 Main Street,concrete,New York City,81.0,2015
Midtown Plaza,steel,Charlotte,81.0,1924
Emerald Green,concrete,New York City,80.769996643066,2009
The Regent,concrete,Salt Lake City,80.769996643066,2011
1325 J Street,concrete,Sacramento,80.769996643066,1999
300 Capitol Mall,steel,Sacramento,80.769996643066,1984
100 11th Avenue,concrete,New York City,80.669998168945,2010
Thrivent Financial Building,steel,Minneapolis,80.519996643066,1981
701 Building,concrete,Minneapolis,80.51000213623,1984
Lawrence Hall,steel,Pittsburgh,80.5,1929
Rehabilitation Institute of Chicago,steel,Chicago,80.5,1973
111 Eighth Avenue,steel,New York City,80.5,1932
SkyHouse Austin,concrete,Austin,80.470001220703,2014
Victoria Building,steel,New York City,80.459999084473,1912
Grand East,concrete,New York City,80.160003662109,2014
Seven,concrete,Austin,80.160003662109,2015
Pearson on the Park,concrete,Chicago,80.0,1965
SkyHouse South,concrete,Atlanta,80.0,2014
Century Building,steel,Chicago,80.0,1915
Postum Building,steel,New York City,79.860000610352,1924
386 Park Avenue South,steel,New York City,79.860000610352,1927
Hotel Indigo on Orchard Street,steel,New York City,79.849998474121,2015
Soo Line Building,steel,Minneapolis,79.580001831055,1915
Hermitage on Huron,concrete,Chicago,79.550003051758,1985
625 Stanwix Tower,concrete,Pittsburgh,79.550003051758,1967
KMOV Gateway Tower,concrete,St. Louis,79.550003051758,1967
315 West 36th Street,steel,New York City,79.550003051758,1927
The Standard,mixed/composite,New York City,79.5,2009
Lincoln Tower,concrete,Columbus,79.25,1967
Morrill Tower,concrete,Columbus,79.25,1967
The BreakWater,concrete,Milwaukee,79.25,2009
Allegheny Building,steel,Pittsburgh,79.25,1906
Sunset and Gordon,concrete,Los Angeles,79.199996948242,2015
MEi Miami Beach Ocean Front,concrete,Miami Beach,79.0,2008
Santa Fe Building,steel,Chicago,78.94000244140601,1904
Museum Park Place 1,concrete,Chicago,78.900001525879,2007
899 South Plymouth Court,concrete,Chicago,78.870002746582,1980
55 West Wacker,concrete,Chicago,78.029998779297,1968
1410 North State Parkway,concrete,Chicago,78.0,1981
The Carillon Hotel & Spa South Tower,concrete,Miami Beach,78.0,2008
Arrott Building,steel,Pittsburgh,78.0,1902
Freedom Tower,steel,Miami,78.0,1925
The Martin,mixed/composite,Seattle,77.720001220703,2013
Federal Office Building,steel,New York City,77.720001220703,1935
The James New York,concrete,New York City,77.720001220703,2010
Hilton Garden Inn,concrete,Chicago,77.419998168945,2015
Commonwealth Promenade I,mixed/composite,Chicago,77.120002746582,1956
Commonwealth Promenade II,mixed/composite,Chicago,77.120002746582,1956
6565 MD Anderson Boulevard,concrete,Houston,77.110000610352,2014
Key Bank Building,concrete,Columbus,77.0,1963
Rush University Medical Center Hospital Tower,mixed/composite,Chicago,76.959999084473,2012
Benedum-Trees Building,steel,Pittsburgh,76.800003051758,1906
Narragansett Apartments,concrete,Chicago,76.629997253418,1929
The Caledonia,concrete,New York City,76.199996948242,2008
Law and Finance Building,steel,Pittsburgh,76.199996948242,1928
Wisconsin Gas Building,steel,Milwaukee,76.199996948242,1930
5 Greenspoint Place,steel,Houston,76.0,1983
Sheraton Columbus Hotel at Capitol Square,concrete,Columbus,75.800003051758,1984
Washington Athletic Club,steel,Seattle,75.599998474121,1930
Landmark on the Lake,concrete,Milwaukee,75.589996337891,1991
The Vermont East Tower,concrete,Los Angeles,75.300003051758,2014
5000 Montrose Boulevard,concrete,Houston,75.0,1981
Ferry Building,steel,San Francisco,74.680000305176,1898
Simon & Schuster Building,steel,New York City,74.669998168945,1939
100 Pier 4,steel,Boston,74.400001525879,2014
80 Central Park West,steel,New York City,74.370002746582,1967
Hartford Plaza North,concrete,Chicago,74.370002746582,1961
The Lofts at 1835 Arch Street,concrete,Philadelphia,74.300003051758,1925
SoNo East Tower,concrete,Chicago,74.0,2012
Rio Ipanema Tower,concrete,Las Vegas,73.879997253418,1990
100 5th Avenue,steel,New York City,73.76000213623,1907
Gramercy Green,concrete,New York City,73.150001525879,2007
Hilton Garden Inn New York/Chelsea,concrete,New York City,72.849998474121,2008
The Bank Center,steel,Pittsburgh,72.5,1903
Union Trust Building,steel,Pittsburgh,72.23999786377,1916
Wacker Tower,steel,Chicago,72.089996337891,1928
Museum Park Tower II,concrete,Chicago,72.029998779297,2009
Residences at New City,concrete,Chicago,71.599998474121,2015
270 West 39th Street,steel,New York City,71.319999694824,1926
San Francisco Federal Building,concrete,San Francisco,71.319999694824,2007
The Anthem,concrete,New York City,70.709999084473,2003
1312-1314 Chestnut Street,steel,Philadelphia,70.709999084473,1924
The John and Frances Angelos Law Center,concrete,Baltimore,70.5,2013
160 East 22nd Street,concrete,New York City,70.400001525879,2014
Tribeca Green,concrete,New York City,70.099998474121,2005
120 Riverside Boulevard at Trump Place,concrete,New York City,70.099998474121,2004
Michigan Central Station,steel,Detroit,70.099998474121,1913
Cambria Suites Hotel,concrete,New York City,69.5,2009
QLIC,concrete,New York City,69.5,2015
Underwood Building,steel,New York City,69.5,1912
10 Rockefeller Plaza,steel,New York City,69.5,1940
Bank of America Building,steel,New York City,69.48999786377,1938
Monroe Building,steel,Chicago,69.0,1912
315 on A,concrete,Boston,68.580001831055,2014
Cudahy Tower,steel,Milwaukee,68.400001525879,1928
University Club,steel,Chicago,67.650001525879,1909
Capitol Records Building,steel,Los Angeles,67.0,1956
Dwight Building,concrete,Chicago,66.800003051758,2008
Two River Place,concrete,Chicago,66.5,2004
Sheraton Denver Downtown Hotel,concrete,Denver,66.449996948242,1960
170 Amsterdam Avenue,concrete,New York City,66.169998168945,2014
Park Lafayette North Tower,concrete,Milwaukee,65.839996337891,2009
Park Lafayette South Tower,concrete,Milwaukee,65.839996337891,2009
Pointe 400,concrete,St. Louis,65.839996337891,1967
Three Eldridge Place,concrete,Houston,64.919998168945,2009
Hyatt Place,concrete,Chicago,64.400001525879,2015
375 Hudson Street,steel,New York City,64.0,1989
52 East 4th Street,concrete,New York City,64.0,2009
Coit Tower,concrete,San Francisco,64.0,1933
185 Castleton Park Tower,concrete,New York City,63.299999237061,1976
Sullivan Center,steel,Chicago,63.11999893188501,1903
Hyatt Regency St. Louis Riverfront,steel,St. Louis,62.180000305176,1907
The Crimson,concrete,Miami,61.599998474121,2015
Reliance Building,steel,Chicago,61.470001220703004,1895
Two Eldridge Place,concrete,Houston,61.259998321533004,1986
Hilliard Homes 1,concrete,Chicago,61.0,1966
Hilliard Homes 2,concrete,Chicago,61.0,1966
Macy's Store,steel,New York City,60.959999084473,1902
Vue20 Condominium,concrete,Chicago,60.900001525879,2003
Hooters Hotel Casino,concrete,Las Vegas,60.400001525879,1973
Ronald McDonald House,concrete,Chicago,60.36999893188501,2012
BB&T Building,steel,Miami,60.0,1985
R+D 659,concrete,Chicago,58.349998474121,2009
The Ken Garff Building,steel,Salt Lake City,58.220001220703004,1967
Clark and Grand Hotels,concrete,Chicago,57.759998321533004,2013
The Coyote,steel,Chicago,56.689998626709006,1928
165 Castleton Park Tower,concrete,New York City,56.400001525879,1976
Luhrs Tower,concrete,Phoenix,56.400001525879,1929
The Godfrey,mixed/composite,Chicago,55.560001373290994,2014
Blue Residential Tower,concrete,New York City,55.169998168945,2007
"Hilton Milwaukee City Center, West Building",concrete,Milwaukee,55.169998168945,2000
The Rookery,steel,Chicago,55.020000457764,1888
Enquirer Building,steel,Cincinnati,54.299999237061,1928
"Grange Mutual Insurance Headquarters, North Building",steel,Columbus,53.950000762939,1978
HL23,steel,New York City,53.669998168945,2011
The Element,concrete,Dallas,53.639999389648,2008
Spertus Institute of Jewish Studies,steel,Chicago,53.349998474121,2007
River Towers A,concrete,Minneapolis,53.299999237061,1966
City Hyde Park,concrete,Chicago,52.389999389648,2016
172 Montague Street,concrete,New York City,52.360000610352,2015
Reva and David Logan Center for Arts,mixed/composite,Chicago,51.099998474121,2012
Boston Building,steel,Salt Lake City,50.0,1910
Bayard-Condict Building,steel,New York City,49.38000106811499,1899
Social and Behavioral Science Tower,concrete,Salt Lake City,49.069999694824,1971
FlatironCity,steel,Atlanta,48.200000762939,1897
"GEMS World Academy - Chicago, Lower School",concrete,Chicago,47.400001525879,2014
Meridian Plaza I,concrete,Sacramento,46.0,2003
Wainwright Building,steel,St. Louis,44.810001373290994,1892
Hilliard Senior Homes I,concrete,Chicago,44.5,1966
Hilliard Senior Homes II,concrete,Chicago,44.5,1966
"Grange Mutual Insurance Headquarters, South Building",steel,Columbus,43.889999389648,2010
