name,class,mass,how,year,lat,lon
Plainview (e),H5,1250.0,Found,2010,34.18513,-101.70558
Pleasanton,H5,2300.0,Found,1935,38.18333,-94.71667
Plymouth,"Iron, IIIAB",14000.0,Found,1893,41.33333,-86.31667
Point of Rocks (iron),"Iron, IIIAB",18000.0,Found,1956,36.5,-104.5
Point of Rocks (stone),L6,800.0,Found,1954,36.5,-104.5
Poison Spring,Iron,524.0,Found,1971,38.17,-110.36667
Pony Creek,H4,4642.0,Found,1947,31.66333,-99.95
Portales (a),H4,3240.0,Found,1967,34.06667,-103.5
Portales (b),L6,595.8,Found,1967,34.06667,-103.5
Portales (c),H4,6000.0,Found,1967,34.1,-103.41667
Portis,L,30.0,Found,1959,39.56667,-98.68333
Post,L,2000.0,Found,1965,33.11667,-101.38333
Potter,L6,261000.0,Found,1941,41.23333,-103.3
Powell Peak 001,H6,42.8,Found,2011,34.68222,-114.33046000000002
Powell Peak 002,L4,1062.0,Found,2008,34.7049,-114.34572
Powellsville,H5,4310.0,Found,1990,38.66667,-82.78333
Prairie Dog Creek,H3.7,2900.0,Found,1893,39.63333,-100.5
Primm,H5,3383.0,Found,1997,35.66667,-115.36667
Providence,"Iron, IIIAB",6804.0,Found,1903,38.56667,-85.23333000000001
Puente del Zacate,"Iron, IIIAB",30790.0,Found,1904,27.866670000000003,-101.5
Puente-Ladron,L,7.7,Found,1944,34.4,-106.85
Puerto Libertad,L,66.0,Found,1973,29.9,-112.68333
Purmela,"Iron, IIF",4500.0,Found,1977,29.5,-98.05
Putnam County,"Iron, IVA",32700.0,Found,1839,33.25,-83.25
Quartz Mountain,"Iron, IIIAB",4832.0,Found,1935,37.2,-116.7
Quartzsite,L4,69.7,Found,2002,33.68085,-114.1958
Queretaro,H4,5000.0,Found,1971,20.633329999999997,-100.38333
Quinn Canyon,"Iron, IIIAB",1450000.0,Found,1908,38.08333,-115.53333
Rabbit Dry Lake,L6,20.0,Found,2000,34.44567,-117.01083
Ragged Top,H4,122.7,Found,1997,32.446670000000005,-111.34666999999999
Ragland,LL3.4,12100.0,Found,1982,34.76778,-103.55
Ragland Hill,H5,11800.0,Found,1980,34.78333,-103.66667
Rancho Blanco,Eucrite-mmict,155.0,Found,1987,24.3,-102.18333
Rancho de la Pila (1882),"Iron, IIIAB",46500.0,Found,1882,24.116670000000003,-104.3
Rancho Gomelia,"Iron, IIIAB",15650.0,Found,1975,24.51667,-105.25
Randsburg,L5,112.9,Found,2005,35.4005,-117.66617
Ransom,H4,15000.0,Found,1938,38.61667,-99.93333
Reager,L6,230.0,Found,1948,39.78333,-100.0
Red Deer Hill,L6,2510.0,Found,1975,53.075,-105.84167
Red Dry Lake 002,H6,21.5,Found,2001,35.653059999999996,-114.02436999999999
Red Dry Lake 003,H6,94.0,Found,2001,35.64552,-114.03068999999999
Red Dry Lake 004,H6,13.5,Found,2001,35.6464,-114.02848999999999
Red Dry Lake 005,H6,12.0,Found,2001,35.64645,-114.02853
Red Dry Lake 006,H4,40.0,Found,2001,35.62705,-114.04336
Red Dry Lake 009,H3.6,13.0,Found,2001,35.62723,-114.04323000000001
Red Dry Lake 022,H6,17.0,Found,2002,35.66185,-114.0271
Red Dry Lake 023,L5,5.9,Found,2002,35.66375,-114.02698000000001
Red Dry Lake 024,L5,17.9,Found,2003,35.69732,-114.032
Red Dry Lake 025,L5/6,6.55,Found,2003,35.67947,-114.04338
Red Dry Lake 028,H4,11.3,Found,2004,35.6448,-114.03452
Red Dry Lake 029,H4,5.25,Found,2004,35.62682,-114.04373000000001
Red Dry Lake 031,H4,4.8,Found,2002,35.69733,-114.06166999999999
Red Dry Lake 063,H4,6.0,Found,2006,35.63333,-114.08333
Red Dry Lake 064,H5,6.0,Found,2006,35.641329999999996,-114.09
Red Dry Lake 065,L6,3.0,Found,2006,35.647,-114.0955
Red Dry Lake 067,L3.4,6.2,Found,2009,35.65868,-114.02573000000001
Red Dry Lake 068,H4,26.2,Found,2008,35.64,-114.03285
Red Dry Lake 071,H6,4.35,Found,2010,35.62453,-114.04688
Red River,"Iron, IIIAB",800000.0,Found,1808,32.0,-95.0
Red Rock,"Iron, IIIAB",47600.0,Found,1976,35.41667,-117.91667
Red Willow,Iron,2750.0,Found,1899,40.25,-100.5
Redwater,H4,229.5,Found,2009,53.9329,-112.977
Reed City,"Iron, ungrouped",20000.0,Found,1895,43.86667,-85.51666999999999
Renfrow,L6,81600.0,Found,1986,36.986670000000004,-97.555
Republican River,H4,135.0,Found,1942,40.08333,-98.91667
Rhineland,H5,6240.0,Found,1961,33.53333,-99.61667
Richfield,LL3.7,40800.0,Found,1983,37.22222,-101.68139000000001
Richland,"Iron, IIAB",50600.0,Found,1951,31.9,-96.4
Ridgecrest,H5,9.69,Found,1958,35.58333,-117.56667
Rifle,"Iron, IAB-MG",102700.0,Found,1948,38.51667,-107.83333
Rio Rancho,L6,1001.0,Found,2011,35.3,-106.63333
Riverton,H5,103.3,Found,1960,50.94,-96.99167
Roach,LL6,10.56,Found,1998,35.63333,-115.36667
Roach Dry Lake 002,L6,5.0,Found,2000,35.65933,-115.37167
Roach Dry Lake 003,H5,4.2,Found,2000,35.6717,-115.36721999999999
Roach Dry Lake 006,H6,6.53,Found,2001,35.68345,-115.34703
Roach Dry Lake 021,H6,59.2,Found,2001,35.672979999999995,-115.36717
Roach Dry Lake 027,H5,18.65,Found,2002,35.68078,-115.34062
Roach Dry Lake 030,EL6,10.13,Found,2002,35.67405,-115.36806999999999
Roach Dry Lake 031,H6,36.2,Found,2002,35.6701,-115.37248000000001
Roach Dry Lake 064,H6,18.26,Found,2002,35.67725,-115.3566
Roach Dry Lake 075,H6,29.9,Found,2002,35.67355,-115.35067
Roach Dry Lake 113,H5,39.6,Found,2010,35.66594,-115.37081
Roosevelt County 007,H5,5.2,Found,1979,34.08333,-103.5
Roosevelt County 008,H5,25.3,Found,1979,34.08333,-103.5
Roosevelt County 009,H5,2.1,Found,1979,34.08333,-103.5
Rock Creek,L5,1641.0,Found,1980,34.42222,-101.4975
Rock Springs,L6,52.7,Found,2003,41.65,-109.025
Rodeo,"Iron, IID",44000.0,Found,1852,25.33333,-104.66667
Rogers,L,982.0,Found,1974,34.065,-103.40833
Rolla (1936),H5,440.0,Found,1936,37.11667,-101.6
Rolla (1939),H4,207.5,Found,1939,37.11667,-101.6
Rolla (1941),H5,435.0,Found,1941,37.08333,-101.6
Rolla (d),H,50.0,Found,1942,37.08333,-101.6
Romero,H4,17200.0,Found,1938,35.76667,-102.95
Roosevelt,H3.4,5200.0,Found,1972,34.86667,-98.95
Roosevelt County 001,H3.8,462.0,Found,1968,33.78333,-103.56667
Roosevelt County 002,L6,18.2,Found,1973,33.71667,-103.65
Roosevelt County 003,H5,30.3,Found,1976,33.88333,-103.56667
Roosevelt County 004,L6,882.0,Found,1977,34.08333,-103.5
Roosevelt County 005,L6,12.0,Found,1978,34.21667,-103.28333
Roosevelt County 006,L6,9.7,Found,1979,34.08333,-103.5
Roosevelt County 010,L4,23.6,Found,1979,33.08333,-103.5
Roosevelt County 011,H5,2.9,Found,1980,33.75,-103.13333
Roosevelt County 012,H5,173.1,Found,1981,34.1,-103.48333000000001
Roosevelt County 013,H5,35.20000000000001,Found,1981,34.1,-103.48333000000001
Roosevelt County 014,L5,74.7,Found,1981,34.1,-103.48333000000001
Roosevelt County 015,H5,16.3,Found,1981,34.1,-103.48333000000001
Roosevelt County 016,H5,138.2,Found,1981,34.1,-103.48333000000001
Roosevelt County 017,L6,177.8,Found,1981,34.21667,-103.2
Roosevelt County 018,H5,10.8,Found,1981,34.31667,-103.41667
Roosevelt County 019,L5,450.0,Found,1982,34.11667,-103.56667
Roosevelt County 020,L5,528.0,Found,1983,34.13333,-103.56667
Roosevelt County 021,H5,96.0,Found,1983,33.818059999999996,-103.20694
Roosevelt County 022,L6,8.7,Found,1983,34.21667,-103.28333
Roosevelt County 023,H5,59.2,Found,1984,34.18333,-103.23333000000001
Roosevelt County 024,H5,5.6,Found,1984,34.08333,-103.5
Roosevelt County 025,L5,4.3,Found,1984,34.08333,-103.5
Roosevelt County 026,L6,12.4,Found,1984,34.15,-104.01666999999999
Roosevelt County 027,Ureilite,22.3,Found,1984,33.8,-103.25
Roosevelt County 028,L5,67.3,Found,1984,34.08333,-103.5
Roosevelt County 029,H4,4.9,Found,1984,34.08333,-103.5
Roosevelt County 030,H4,3.1,Found,1984,34.28333,-103.43333
Roosevelt County 031,H3.9,397.1,Found,1984,33.78333,-103.55
Roosevelt County 032,H5,141.1,Found,1968,34.08333,-103.5
Roosevelt County 033,L4,21.8,Found,1968,34.08333,-103.5
Roosevelt County 034,H5,118.5,Found,1968,34.08333,-103.61667
Roosevelt County 035,L6,81.59999999999998,Found,1968,34.08333,-103.61667
Roosevelt County 036,H5,65.2,Found,1968,34.08333,-103.61667
Roosevelt County 037,H4/5,94.3,Found,1968,34.08333,-103.51666999999999
Roosevelt County 038,H5,49.4,Found,1968,34.3,-103.45
Roosevelt County 039,H5,38.0,Found,1969,34.08333,-103.5
Roosevelt County 040,H5,71.1,Found,1969,34.08333,-103.5
Roosevelt County 041,L5,32.4,Found,1969,34.08333,-103.5
Roosevelt County 042,H5,32.6,Found,1969,34.08333,-103.51666999999999
Roosevelt County 043,H4/5,52.1,Found,1969,34.08333,-103.61667
Roosevelt County 044,L6,439.1,Found,1970,34.25,-103.51666999999999
Roosevelt County 045,L6,55.5,Found,1970,34.23333,-103.25
Roosevelt County 046,H5,120.4,Found,1970,34.1,-103.48333000000001
Roosevelt County 047,L6,30.3,Found,1970,34.13333,-103.36667
Roosevelt County 048,L6,57.3,Found,1970,33.61667,-103.45
Roosevelt County 049,LL4,22.8,Found,1971,34.08333,-103.5
Roosevelt County 050,L4,13.1,Found,1971,34.08333,-103.5
Roosevelt County 051,L5,29.4,Found,1971,34.21667,-103.35
Roosevelt County 052,H5,17.7,Found,1971,34.1,-103.48333000000001
Roosevelt County 053,H5,10.8,Found,1971,33.88333,-103.7
Roosevelt County 054,H5,361.5,Found,1971,34.3,-103.43333
Roosevelt County 055,H5,7.9,Found,1971,34.3,-103.43333
Roosevelt County 056,H5,10.3,Found,1972,34.41667,-103.58333
Roosevelt County 057,L5,7.7,Found,1973,34.21667,-103.28333
Roosevelt County 058,L4,12.0,Found,1968,34.08333,-103.5
Roosevelt County 059,L6,26.2,Found,1968,34.08333,-103.5
Roosevelt County 060,H5,34.2,Found,1968,34.08333,-103.61667
Roosevelt County 061,H5,49.5,Found,1968,34.08333,-103.51666999999999
Roosevelt County 062,H5,16.2,Found,1969,34.21667,-103.5
Roosevelt County 063,L4,34.7,Found,1969,34.08333,-103.5
Roosevelt County 064,H5,24.8,Found,1969,34.08333,-103.5
Roosevelt County 065,H5,405.8,Found,1971,33.61667,-103.45
Roosevelt County 066,L5,4.9,Found,1988,34.1,-103.48333000000001
Roosevelt County 067,L5,2.1,Found,1988,34.1,-103.48333000000001
Roosevelt County 068,L5,13.9,Found,1988,34.1,-103.48333000000001
Roosevelt County 069,L5,4.8,Found,1989,34.1,-103.48333000000001
Roosevelt County 070,L5,2.3,Found,1989,34.1,-103.48333000000001
Roosevelt County 071,L4,5.3,Found,1989,34.1,-103.48333000000001
Roosevelt County 072,L5,9.8,Found,1989,34.1,-103.48333000000001
Roosevelt County 073,H5,288.0,Found,1989,34.08333,-103.48333000000001
Roosevelt County 074,L5,22.2,Found,1990,34.08333,-103.51666999999999
Roosevelt County 075,H3.10,258.0,Found,1990,34.18333,-103.43333
Roosevelt County 076,L4,3.3,Found,1992,34.08333,-103.5
Roosevelt County 077,L4,10.9,Found,1992,34.08333,-103.5
Roosevelt County 078,L4,6.9,Found,1992,34.08333,-103.5
Roosevelt County 079,H4,30.2,Found,1993,34.1,-103.58333
Roosevelt County 080,H6,727.8,Found,1968,34.05,-103.5
Roosevelt County 081,H5,522.2,Found,1969,33.63333,-103.16667
Roosevelt County 082,H4,137.0,Found,1969,34.08333,-103.56667
Roosevelt County 083,H5,14.8,Found,1969,33.66667,-103.41667
Roosevelt County 084,L4,69.6,Found,1969,34.2,-103.23333000000001
Roosevelt County 085,L4,140.0,Found,1969,34.31667,-103.38333
Roosevelt County 086,L6,9.0,Found,1974,34.28333,-103.28333
Roosevelt County 087,H5,8.2,Found,1977,34.06667,-103.51666999999999
Roosevelt County 088,H4,7.5,Found,1978,33.88333,-103.56667
Roosevelt County 089,H5,1615.0,Found,1980,34.13333,-103.53333
Roosevelt County 090,H4,6.4,Found,1993,34.28333,-103.51666999999999
Roosevelt County 091,H4,3.15,Found,1994,34.08333,-103.5
Roosevelt County 092,L5,34.29,Found,1994,34.08333,-103.5
Roosevelt County 093,L5,2.78,Found,1994,34.08333,-103.5
Roosevelt County 094,L5,3.55,Found,1994,34.08333,-103.5
Roosevelt County 095,L/LL5,12.1,Found,1995,34.09167,-103.50166999999999
Roosevelt County 096,L5,212.2,Found,1996,34.09167,-103.67667
Roosevelt County 097,H4,56.0,Found,1996,33.95833,-103.93833000000001
Roosevelt County 098,L6,15.0,Found,1969,34.21667,-103.55
Roosevelt County 099,H(5?),9.8,Found,1969,33.6,-103.3
Roosevelt County 100,L5,6.8,Found,1970,34.3,-103.45
Roosevelt County 101,H5,12.6,Found,1979,34.05,-103.58333
Roosevelt County 102,L5,8345.0,Found,1988,33.995,-103.25
Roosevelt County 103,L6,10.0,Found,1998,33.73883,-103.65
Roosevelt County 104,L5,51.7,Found,1998,33.72217,-103.67333
Roosevelt County 105,H5,30.0,Found,1998,34.18833,-103.94167
Roosevelt County 106,L6,98.8,Found,2001,34.21667,-103.93333
Roosevelt County 107,L6,81.2,Found,2000,34.21667,-103.13333
Roosevelt County 108,H5,4.75,Found,2004,34.21667,-103.18333
Roosevelt County 109,L6,17.3,Found,2005,34.21667,-103.18333
Roosevelt County 110,L4,73.7,Found,1987,33.736667,-103.623333
Rosamond,LL3,11.1,Found,2012,34.82793,-118.1464
Rosamond Dry Lake,L,850.0,Found,1940,34.83333,-118.06667
Rosebud,H5,54900.0,Found,1915,30.816670000000002,-97.05
Round Top (a),L5,9935.0,Found,1934,30.058059999999998,-96.65139
Round Top (b),H4,7166.0,Found,1939,30.066670000000002,-96.7
Roundsprings,H5,6000.0,Found,1986,39.16667,-98.43333
Roundup,"Iron, IIIAB",17590.0,Found,1990,46.78333,-108.56667
Roy (1933),L5,47200.0,Found,1933,35.95,-104.2
Roy (1934),L6,5619.0,Found,1934,35.95,-104.2
Ruff's Mountain,"Iron, IIIAB",53070.0,Found,1844,34.3,-81.4
Rush County,H5,4300.0,Found,1948,39.5,-85.5
Rush Creek,L6,9300.0,Found,1938,38.61667,-102.71667
Rushville,L5,50.0,Found,1866,39.61667,-85.45
Russel Gulch,"Iron, IIIAB",13200.0,Found,1863,39.8,-105.5
Ryan Field,H5,8.9,Found,1982,32.13333,-111.13333
Sacramento Mountains,"Iron, IIIAB",237200.0,Found,1890,32.91667,-104.66667
Sacramento Wash 001,H4,98.9,Found,2003,34.756370000000004,-114.23435
Sacramento Wash 002,H4,892.8,Found,2004,34.75635,-114.2343
Sacramento Wash 003,H4,89.2,Found,2004,34.75873,-114.23342
Sacramento Wash 004,H5,28.6,Found,2004,34.75078,-114.22717
Sacramento Wash 005,H-metal,52.3,Found,2004,34.74667,-114.21
Saginaw,Iron,44500.0,Found,1979,32.865829999999995,-97.32306
Saint Augustine,"Iron, IID",22000.0,Found,1974,40.71667,-90.41667
Salaices,H4,24500.0,Found,1971,27.0,-105.25
Salina,Iron,235.0,Found,1908,38.98333,-111.85
Saline,H5,30800.0,Found,1901,39.4,-100.4
Salt Lake City,H5,875.0,Found,1869,40.91667,-111.66667
Salt River,"Iron, IIC",3600.0,Found,1850,37.95,-85.78333
Sam's Valley,"Iron, IIIAB",6920.0,Found,1894,42.53333,-122.875
San Angelo,"Iron, IIIAB",88000.0,Found,1897,31.41667,-100.35
San Bernardino Wash,L5,258.0,Found,2010,34.00056,-115.72972
San Emigdio,H4,36000.0,Found,1887,36.0,-119.0
San Francisco del Mezquital,"Iron, IIAB",7500.0,Found,1868,23.48333,-104.36667
San Francisco Mountains,"Iron, IVA",1700.0,Found,1920,35.0,-112.0
San Joaquin,L5/6,31.8,Found,2005,32.16657,-111.11718
San José,H5,532.0,Found,1944,24.7,-99.08333
San Pedro Springs,L6,72.0,Found,1887,29.5,-98.5
Sand Creek,H5,2443.0,Found,1986,39.43,-99.995
Sand Draw,H5,1200.0,Found,1947,40.81667,-102.25
Sanderson,"Iron, IIIAB",6800.0,Found,1936,30.133329999999997,-102.15
Sandy Creek,L5,1330.0,Found,1999,40.43333,-98.06667
Sandia Mountains,"Iron, IIAB",45000.0,Found,1925,35.25,-106.5
Sandtown,"Iron, IIIAB",9350.0,Found,1938,35.93333,-91.63333
Santa Apolonia,"Iron, IIIAB",1316000.0,Found,1872,19.21667,-98.3
Santa Clara,"Iron, IVB",63000.0,Found,1976,24.46667,-103.35
Santa Rosalia,"Pallasite, PMG",1631.0,Found,1950,27.33333,-112.33333
Santiago Papasquiero,"Iron, ungrouped",119500.0,Found,1958,24.5,-106.0
Sappa,L6,5950.0,Found,1983,39.84433,-100.51
Sardis,"Iron, IAB complex",800000.0,Found,1940,32.948890000000006,-81.865
Savannah,"Iron, IIIAB",60000.0,Found,1923,35.16667,-88.18333
Sawtooth Knob,"Iron, IIAB",18.54,Found,2002,40.86217,-118.54167
Sawyer,H4,8100.0,Found,2006,37.523920000000004,-98.62993
Scott City,H5,2135.0,Found,1905,38.46667,-100.93333
Scottsville,"Iron, IIAB",10000.0,Found,1867,36.76667,-86.16667
Scurry,H5,118000.0,Found,1937,32.5,-101.0
Seagraves,H4,13000.0,Found,1962,32.93333,-102.58333
Seagraves (b),H5,4600.0,Found,1976,32.91722,-102.5
Seagraves (c),L6/7,26810.0,Found,1989,32.98333,-102.56667
Seguin,H6,750.0,Found,1956,39.36667,-100.63333
Seibert (a),H5,3500.0,Found,1941,39.3,-102.83333
Seibert (b),L6,8600.0,Found,1991,39.27667,-102.88667
Selden,LL5,1560.0,Found,1960,39.53333,-100.56667
Seligman,"Iron, IAB-MG",2200.0,Found,1949,35.28333,-112.86667
Selma,H4,140600.0,Found,1906,32.4,-87.0
Seminole,H4,43900.0,Found,1961,32.68333,-102.61667
Seminole (b),H4,1184.0,Found,1965,32.54333,-102.705
Seminole (c),H4,1711.0,Found,1967,32.55,-102.39166999999999
Seminole (d),H6,1710.0,Found,1976,32.71667,-102.65
Seminole (e),H5,758.2,Found,1977,32.71667,-102.65
Seminole (f),H5,5421.0,Found,2008,32.700379999999996,-102.67268
Seminole (g),H5,640.4,Found,1999,32.71667,-102.65
Seminole Draw (a),L6,478.0,Found,1976,32.71667,-102.65
Seminole Draw (b),H5,1192.7,Found,1976,32.71667,-102.65
Seneca,H4,1900.0,Found,1936,39.83333,-96.06667
Seneca Falls,"Iron, IIIAB",4000.0,Found,1850,42.91667,-76.78333
Seneca Township,"Iron, IVA",11500.0,Found,1923,41.78333,-84.18333
Seth Ward,H5,3800.0,Found,1977,34.26889,-101.64721999999999
Seymour,"Iron, IAB-MG",25900.0,Found,1940,37.2375,-92.78694
Shafter Lake,H5,3027.0,Found,1933,32.4,-102.58333
Shallowater,Aubrite,4650.0,Found,1936,33.7,-101.93333
Sharon Springs,L6,23400.0,Found,1983,38.77083,-101.79833
Shaw,L6/7,17500.0,Found,1937,39.53333,-103.33333
Sheephole Valley,H4,62.1,Found,1999,34.125,-115.56333000000001
Sheephole Valley 002,L4,4.4,Found,1999,34.125,-115.56333000000001
Shields,H5,9780.0,Found,1962,38.7,-100.35
Shingle Springs,"Iron, ungrouped",39000.0,Found,1869,38.66667,-120.93333
Shrewsbury,"Iron, IAB-sLL",12000.0,Found,1907,39.76667,-76.66667
Sidney,L,6000.0,Found,1941,41.05,-102.9
Sierra Blanca,"Iron, IAB?",405.0,Found,1784,27.15,-104.9
Sierra County,H5,1000.0,Found,1962,33.0,-107.5
Signal Mountain,"Iron, IVA",63500.0,Found,1919,32.5,-115.5
Silurian Dry Lake,LL6,43.8,Found,2000,35.517520000000005,-116.17607
Silver Bell,"Iron, IIAB",5100.0,Found,1939,32.48333,-111.56667
Silver Crown,"Iron, IAB-MG",11600.0,Found,1887,41.23333,-104.98333000000001
Silver Dry Lake 001,L4,218.8,Found,2000,35.373329999999996,-116.125
Silver Dry Lake 002,H6,16.5,Found,2000,35.344429999999996,-116.11485
Silverton (Texas),H4,2576.0,Found,1938,34.53333,-101.18333
Skiff,H4,3540.0,Found,1966,49.25,-111.86667
Skookum,"Iron, IVB",16000.0,Found,1905,63.916669999999996,-139.33333000000002
Slaton,L4,1070.0,Found,1941,33.43333,-101.75
Sligo,H3.9,78.0,Found,1976,33.11861,-102.74056
Slovak,H5,8220.0,Found,1962,34.65,-91.58333
Smith Center,L6,1585.0,Found,1937,39.83333,-99.01666999999999
Smithland,"Iron, IVA",5000.0,Found,1839,37.13333,-88.4
Smithonia,"Iron, IIAB",69900.0,Found,1940,34.0,-83.16667
Smith's Mountain,"Iron, IIIAB",5000.0,Found,1863,36.41667,-80.0
Smithville,"Iron, IAB-MG",70500.0,Found,1840,35.98333,-85.85
Smokey Spring,H4,254.0,Found,2011,40.95465,-118.49693
Smyer,H6,3273.0,Found,1968,33.58333,-102.16667
Snyder,H3,16900.0,Found,1983,32.71667,-100.91667
Snyder Hill,L5,1160.0,Found,1994,32.15833,-111.11333
Social Circle,"Iron, IVA",99300.0,Found,1927,33.7,-83.7
Sombrerete,"Iron, IAB-sHL",10000.0,Found,1958,23.633329999999997,-103.66667
Somervell County,"Pallasite, PMG",11800.0,Found,1919,32.18333,-97.8
Somesbar,H6,60.0,Found,1977,41.38333,-123.5
Soper,"Iron, ungrouped",3700.0,Found,1938,34.03333,-95.58333
South Bend,"Pallasite, PMG",2500.0,Found,1893,41.65,-86.21667
South Byron,"Iron, ungrouped",6000.0,Found,1915,43.03333,-78.03333
South Plains,L5,4763.0,Found,1971,34.26667,-101.25
Southampton,Pallasite,3580.0,Found,2001,44.50642,-81.37217
Spade,H6,8860.0,Found,2000,34.00111,-102.12833
Spearman,"Iron, IIIAB",10400.0,Found,1934,36.25,-101.21667
Springer,H5,8143.0,Found,1965,36.346109999999996,-97.185
Springfield,L6,3200.0,Found,1937,37.38333,-102.63333
Springfield (b),L,229.3,Found,1937,37.48333,-102.67667
Springlake,L6,17300.0,Found,1980,34.344440000000006,-102.22361
Springwater,"Pallasite, PMG-an",67600.0,Found,1931,52.0,-108.3
Spruce 001,L5,983.0,Found,2011,40.801,-114.701
Spruce 002,L6,18.0,Found,2011,40.792,-114.708
St. Ann,H6,373.5,Found,1938,40.45,-100.75
St. Francois County,"Iron, IC",3600.0,Found,1863,37.75,-90.5
St. Genevieve County,"Iron, IIIF",244500.0,Found,1888,37.96667,-90.31667
St. Lawrence,LL6,2600.0,Found,1965,31.73333,-101.505
St. Peter,L5,6800.0,Found,1957,39.4,-100.03333
St. Vrain,OC,45.5,Found,1971,34.318329999999996,-103.47166999999999
Starvation Flat,L5,1250.0,Found,2002,36.7845,-114.94967
Statesboro,L5,2158.26,Found,2000,32.4375,-81.91667
Staunton,"Iron, IIIE",43500.0,Found,1869,38.21667,-79.05
Sterley,"Pallasite, PMG",1724.8,Found,1950,34.21,-101.39
Sterling,Pallasite,679.5,Found,1900,40.6,-103.18333
Stewart Valley 001,H6,75.59999999999998,Found,2001,36.2058,-116.17042
Stewart Valley 002,L6,28.9,Found,2001,36.20758,-116.16918000000001
Stewart Valley 003,H4,6.8,Found,2001,36.211529999999996,-116.16785
Stewart Valley 004,L6,58.9,Found,2001,36.25547,-116.18552
Stewart Valley 005,L6,62.0,Found,2001,36.22907,-116.17935
Stewart Valley 006,H4,20.1,Found,2001,36.23728,-116.1722
Stewart Valley 007,H4,8.7,Found,2001,36.23722,-116.17241999999999
Stewart Valley 008,H6,4.2,Found,2001,36.237429999999996,-116.17223
Stewart Valley 009,LL5,375.0,Found,2003,36.17557,-116.159
Stewart Valley 010,H5,41.7,Found,2003,36.18472,-116.14341999999999
Stewart Valley 011,H6,49.6,Found,2003,36.21017,-116.16825
Stewart Valley 012,H6,130.0,Found,2012,36.235,-116.18358
Stoneham,H5,5000.0,Found,1960,40.63783,-103.69717
Stonington,H5,2700.0,Found,1942,37.28333,-102.2
Stratton,OC,121.0,Found,1964,39.22167,-102.59
Study Butte,H3-6,417.0,Found,1983,29.30167,-103.5
Stump Spring 083,LL6,13700.0,Found,2010,35.98728,-115.85828000000001
Sublette,L6,1300.0,Found,1952,37.5,-100.83333
Sulphur Springs Draw,H5,1892.0,Found,1990,32.98333,-102.37833
Summerfield,L5,6200.0,Found,1979,34.76667,-102.41667
Summit,"Iron, IIAB",1000.0,Found,1890,34.2,-86.48333000000001
Sunray,H4,4300.0,Found,1985,36.0,-101.83333
Sunstone Knoll,L6,15.6,Found,1985,39.16278,-112.70806
Superior Valley 001,H5,3.4,Found,2000,35.25448,-117.10972
Superior Valley 002,L6,145.0,Found,2000,35.22358,-117.1136
Superior Valley 003,H6,65.6,Found,2001,35.24742,-117.0999
Superior Valley 004,L6,15.3,Found,2001,35.23533,-117.1005
Superior Valley 005,H6,32.92,Found,2001,35.238,-117.0365
Superior Valley 006,H6,78.5,Found,2001,35.23883,-117.02667
Superior Valley 007,L6,67.21,Found,2001,35.23833,-117.03283
Superior Valley 008,L6,77.44,Found,2001,35.236,-117.044
Superior Valley 009,L6,116.42,Found,2001,35.23583,-117.044
Superior Valley 010,L4,26.26,Found,2001,35.23633,-117.04316999999999
Superior Valley 011,H6,2.52,Found,2001,35.23617,-117.043
Superior Valley 013,L5,2.74,Found,2002,35.23333,-117.03945
Superior Valley 014,Acapulcoite,1.77,Found,2002,35.236,-117.04212
Superior Valley 018,H5,2.74,Found,2002,35.236670000000004,-117.03945
Superior Valley 020,L6,307.75,Found,2003,35.23858,-117.02628
Superior Valley 022,H5,38.9,Found,2004,35.23705,-117.01618
Superior Valley 026,L4,15.8,Found,2006,35.23625,-117.04638
Superstition Mountain,H5,333.0,Found,2000,32.87083,-115.7825
Surprise Springs,"Iron, IAB-sLL",1500.0,Found,1899,34.16667,-115.91667
Sutton,H5,7600.0,Found,1964,40.6,-97.86667
Suwanee Spring,L5,1200.0,Found,1979,34.95,-107.16667
Sweetwater,H5,1760.0,Found,1961,32.55,-100.41667
Tacoma,"Iron, IAB complex",16.7,Found,1925,47.25,-122.41667
Tafoya (a),H4,270.0,Found,1951,36.45,-104.1
Tafoya (b),H5,490.0,Found,1951,36.45,-104.1
Taiban,L5,25000.0,Found,1934,34.45,-104.01666999999999
Taiban (b),LL6,641.0,Found,1984,34.45,-104.01666999999999
Talpa,H6,13000.0,Found,1963,31.866670000000003,-99.58333
Tamarack,"Iron, IIAB",41.0,Found,2004,44.933890000000005,-116.43167
Tarahumara,"Iron, IIE",2500.0,Found,1994,28.5,-106.25
Tarlton,H4,226.5,Found,1967,39.32,-82.37
Tatum,H4,1787.0,Found,1938,33.23333,-103.44167
Tazewell,"Iron, IAB-sLH",27000.0,Found,1853,36.43333,-83.75
Techado,"Iron, IIE",810.0,Found,1983,34.53333,-108.35
Tell,H6,16600.0,Found,1930,34.38333,-100.4
Temple,L6,5000.0,Found,1959,31.116670000000003,-97.3
Temple Bar,CR,106.0,Found,1998,35.91667,-114.43333
Teocaltiche,Iron,10000.0,Found,1903,21.433329999999998,-102.56667
Texline,H5,26200.0,Found,1937,36.4,-103.01666999999999
Thomson,L6,218.0,Found,1888,33.46667,-82.48333000000001
Thoreau,"Iron, IAB complex",500.0,Found,1954,35.28333,-108.26666999999999
Thule,"Iron, IIIAB",48600.0,Found,1955,76.53333,-67.55
