,salary
139641,28905.3
139642,24965.24
139643,38362.91
139644,24829.77
139645,25264.94
139646,38325.88
139647,25291.3
139648,25342.71
139649,33670.05
139650,27106.53
139651,25314.02
139652,38270.13
139653,32853.65
139654,25452.5
139655,24861.69
139656,25858.7
139657,31910.37
139658,38194.45
139659,26361.03
139660,25211.02
139661,26187.25
139662,32531.75
139663,24632.18
139664,27091.1
139665,29344.06
139666,26592.64
139667,29327.4
139668,24668.6
139669,25192.81
139670,28160.0
139671,32628.66
139672,27223.02
139673,31432.29
139674,25159.48
139675,38070.0
139676,25123.71
139677,31571.44
139678,25788.69
139679,26501.64
139680,38023.98
139681,38022.17
139682,38016.08
139683,27967.1
139684,30248.53
139685,24618.21
139686,25001.56
139687,25077.31
139688,30158.5
139689,28791.26
139690,25230.3
139691,37941.77
139692,26841.39
139693,38311.78
139694,27159.25
139695,25418.38
139696,25467.66
139697,25019.11
139698,25006.16
139699,25042.89
139700,25958.24
139701,26063.27
139702,26424.8
139703,29384.84
139704,32609.42
139705,25006.92
139706,26582.27
139707,31341.81
139708,24115.49
139709,27803.37
139710,37749.4
139711,33380.39
139712,37732.16
139713,30898.9
139714,29480.94
139715,30141.05
139716,37703.2
139717,23257.33
139718,37693.65
139719,24845.13
139720,34188.44
139721,24824.52
139722,26991.42
139723,24946.0
139724,25028.61
139725,26659.14
139726,31070.36
139727,24809.0
139728,26604.7
139729,24803.4
139730,27396.02
139731,25127.71
139732,24793.36
139733,25597.45
139734,28592.15
139735,26438.73
139736,32493.13
139737,25043.83
139738,23992.01
139739,24198.71
139740,31980.64
139741,37518.59
139742,25106.93
139743,34540.81
139744,24674.32
139745,25130.11
139746,24050.85
139747,32059.38
139748,24642.51
139749,24642.5
139750,24642.55
139751,24642.51
139752,24642.51
139753,24639.57
139754,37791.61
139755,24525.39
139756,24589.02
139757,27972.74
139758,33110.9
139759,25887.2
139760,28112.5
139761,25058.55
139762,24771.62
139763,26494.0
139764,27999.12
139765,25758.5
139766,35903.49
139767,25117.23
139768,24255.96
139769,27644.91
139770,37319.44
139771,28359.65
139772,27837.01
139773,28959.84
139774,26289.62
139775,25705.74
139776,23903.12
139777,30991.75
139778,23614.82
139779,25309.51
139780,23842.47
139781,25498.55
139782,33040.6
139783,37205.73
139784,25655.84
139785,27412.0
139786,22901.73
139787,23990.39
139788,29788.41
139789,24462.17
139790,31607.17
139791,31815.21
139792,26945.11
139793,23484.49
139794,37129.12
139795,26152.8
139796,24504.78
139797,26964.4
139798,25961.06
139799,37460.21
139800,27578.94
139801,32229.19
139802,27655.0
139803,25132.33
139804,32832.19
139805,23960.72
139806,24332.48
139807,26829.52
139808,25398.9
139809,31832.49
139810,37009.03
139811,25689.66
139812,34299.48
139813,24412.47
139814,24314.4
139815,27590.96
139816,32201.86
139817,31550.74
139818,37292.87
139819,26313.75
139820,30185.1
139821,33417.0
139822,26276.21
139823,36810.51
139824,25870.23
139825,37126.82
139826,23758.69
139827,27999.45
139828,31395.4
139829,36696.07
139830,36683.91
139831,37050.03
139832,24873.72
139833,26596.6
139834,27062.8
139835,22550.74
139836,31406.09
139837,25364.15
139838,29632.58
139839,36627.69
139840,24941.53
139841,33733.25
139842,27281.19
139843,25445.43
139844,24235.05
139845,23351.63
139846,31200.13
139847,24259.51
139848,26973.15
139849,26784.87
139850,36495.95
139851,23918.6
139852,29257.21
139853,25625.5
139854,23079.37
139855,29107.36
139856,25530.71
139857,26769.2
139858,32154.31
139859,33758.59
139860,36266.18
139861,36265.0
139862,27653.64
139863,26257.7
139864,29905.26
139865,31120.67
139866,25254.38
139867,36210.7
139868,25917.54
139869,23820.89
139870,26558.6
139871,28901.94
139872,32575.5
139873,34910.85
139874,25083.13
139875,25166.99
139876,24084.55
139877,30173.86
139878,27223.46
139879,32340.2
139880,36091.84
139881,25783.53
139882,23777.12
139883,22850.46
139884,36377.44
139885,23826.49
139886,25351.51
139887,26317.37
139888,30963.74
139889,35951.59
139890,35914.83
139891,23858.08
139892,24693.08
139893,30293.01
139894,23626.14
139895,23939.33
139896,36172.61
139897,30669.91
139898,27105.91
139899,25700.07
139900,25997.96
139901,33774.94
139902,22753.62
139903,23797.51
139904,30488.03
139905,35725.39
139906,23471.84
139907,27195.0
139908,35683.11
139909,23593.44
139910,23759.45
139911,21922.2
139912,23911.52
139913,26850.56
139914,23169.21
139915,23169.21
139916,23397.58
139917,30464.94
139918,33461.43
139919,25474.8
139920,35587.07
139921,35578.41
139922,35570.13
139923,29403.61
139924,24026.83
139925,29584.26
139926,26818.68
139927,23140.32
139928,23883.63
139929,33104.79
139930,24869.8
139931,35473.76
139932,30540.82
139933,31122.04
139934,22537.63
139935,32899.75
139936,26061.89
139937,25553.44
139938,24695.94
139939,35383.29
139940,35734.09
139941,35376.69
139942,22873.86
139943,26268.46
139944,27592.72
139945,35341.14
139946,23739.49
139947,28489.37
139948,26593.4
139949,30298.94
139950,35644.59
139951,25471.62
139952,25049.53
139953,33976.0
139954,22704.16
139955,25526.69
139956,27321.94
139957,29145.13
139958,23187.59
139959,35220.49
139960,23887.77
139961,25929.4
139962,24834.63
139963,29985.6
139964,29947.92
139965,23991.19
139966,23329.89
139967,35144.81
139968,26788.41
139969,22817.87
139970,25702.86
139971,29190.56
139972,24463.87
139973,26279.64
139974,22474.84
139975,29565.99
139976,23140.51
139977,22155.51
139978,32552.51
139979,35034.92
139980,28357.33
139981,35032.39
139982,24311.27
139983,30046.88
139984,25810.14
139985,24823.85
139986,34979.0
139987,22085.91
139988,22923.14
139989,31324.71
139990,26242.86
139991,27424.82
139992,35282.45
139993,29513.62
139994,35262.87
139995,25270.89
139996,25085.0
139997,29596.69
139998,23538.75
139999,31128.59
140000,29645.73
140001,34835.8
140002,24809.0
140003,28706.82
140004,23014.34
140005,34785.68
140006,30055.2
140007,29672.69
140008,24162.8
140009,35095.8
140010,24145.68
140011,25008.2
140012,22374.43
140013,29530.62
140014,21928.31
140015,24180.0
140016,24448.0
140017,29480.75
140018,23580.0
140019,24835.39
140020,22364.46
140021,32323.87
140022,22914.32
140023,27731.19
140024,33142.7
140025,25315.24
140026,30093.98
140027,29924.23
140028,34863.23
140029,25746.94
140030,22046.23
140031,27383.3
140032,23999.94
140033,25163.69
140034,25412.55
140035,25613.91
140036,29465.35
140037,24977.08
140038,25536.4
140039,29678.57
140040,24603.12
140041,34443.04
140042,34784.84
140043,26277.64
140044,29245.92
140045,22810.55
140046,22699.72
140047,34402.62
140048,34371.4
140049,22736.23
140050,34304.35
140051,34638.4
140052,34264.2
140053,29151.88
140054,31183.39
140055,24437.19
140056,29831.35
140057,22092.88
140058,24321.88
140059,28978.14
140060,34189.17
140061,27401.02
140062,22274.64
140063,27313.43
140064,32895.88
140065,24361.81
140066,27637.65
140067,22707.26
140068,27267.87
140069,22744.4
140070,23670.39
140071,22337.47
140072,26952.82
140073,24100.2
140074,22773.0
140075,25176.03
140076,23765.05
140077,24540.0
140078,22245.2
140079,21549.52
140080,24091.0
140081,25261.1
140082,28627.22
140083,28939.26
140084,22339.84
140085,22474.92
140086,28856.29
140087,22247.71
140088,22804.35
140089,21900.97
140090,33848.9
140091,24197.01
140092,23524.6
140093,22551.19
140094,33775.41
140095,21441.51
140096,22845.67
140097,33690.0
140098,33688.27
140099,25538.8
140100,33659.4
140101,22017.42
140102,27750.25
140103,24490.3
140104,33644.66
140105,21358.53
140106,25076.3
140107,27072.82
140108,33618.33
140109,23822.0
140110,28887.83
140111,33893.76
140112,33539.01
140113,33859.24
140114,23378.89
140115,22067.0
140116,33492.65
140117,25674.72
140118,21254.97
140119,28334.66
140120,33748.63
140121,23757.5
140122,23757.5
140123,23757.5
140124,23757.5
140125,23757.5
140126,23757.5
140127,23757.5
140128,23757.5
140129,23757.5
140130,23757.5
140131,23757.5
140132,23757.5
140133,23757.5
140134,23757.5
140135,23757.5
140136,23757.5
140137,23757.5
140138,23757.5
140139,23757.5
140140,23757.5
140141,23757.5
140142,23757.5
140143,23757.5
140144,23757.5
140145,23757.5
140146,23757.5
140147,23757.5
140148,23757.5
140149,23757.5
140150,23757.5
140151,23757.5
140152,23757.5
140153,23757.5
140154,23757.5
140155,25486.73
140156,24810.71
140157,22730.36
140158,22964.7
140159,22504.86
140160,28667.03
140161,26429.6
140162,30645.0
140163,24265.6
140164,21222.17
140165,21021.19
140166,21205.96
140167,25467.4
140168,29633.01
140169,33260.22
140170,23389.35
140171,23449.57
140172,22151.49
140173,29861.64
140174,33217.84
140175,27226.08
140176,24152.15
140177,26160.06
140178,24414.81
140179,28431.96
140180,22198.87
140181,22533.43
140182,27442.63
140183,22017.64
140184,32122.84
140185,25599.34
140186,23914.29
140187,21368.71
140188,29354.19
140189,23497.45
140190,21115.65
140191,27162.3
140192,23167.0
140193,28221.31
140194,23123.19
140195,23249.9
140196,24402.0
140197,25249.35
140198,28067.17
140199,32971.27
140200,24979.05
140201,22425.55
140202,33244.38
140203,21800.41
140204,32882.13
140205,22049.07
140206,20931.42
140207,20971.75
140208,26895.75
140209,32841.66
140210,26244.18
140211,23085.06
140212,32765.85
140213,32764.34
140214,21582.56
140215,32742.71
140216,28523.84
140217,22277.18
140218,23112.0
140219,32725.56
140220,21772.29
140221,32704.5
140222,28087.16
140223,30588.33
140224,21672.64
140225,22349.5
140226,32630.44
140227,27729.09
140228,23665.0
140229,22640.4
140230,32580.8
140231,18361.55
140232,28084.82
140233,27762.23
140234,21042.42
140235,32498.03
140236,27270.72
140237,24934.15
140238,24232.6
140239,32426.73
140240,20243.95
140241,32400.89
140242,31354.97
140243,29689.25
140244,27602.58
140245,21338.27
140246,20446.56
140247,20551.55
140248,22883.79
140249,23007.5
140250,26908.92
140251,32336.3
140252,27503.13
140253,21282.31
140254,22559.0
140255,22040.94
140256,20999.94
140257,22806.29
140258,29762.21
140259,32302.33
140260,28070.95
140261,32298.73
140262,21613.36
140263,23476.64
140264,32281.9
140265,32280.44
140266,21070.0
140267,29764.76
140268,23899.35
140269,32243.21
140270,21441.5
140271,28974.67
140272,21009.38
140273,27614.72
140274,20763.77
140275,29058.41
140276,30865.03
140277,21886.71
140278,22818.09
140279,31099.36
140280,21309.73
140281,30958.2
140282,26497.86
140283,31610.12
140284,20306.83
140285,20454.99
140286,20447.48
140287,27282.64
140288,32085.2
140289,20585.08
140290,30494.13
140291,27306.55
140292,24747.91
140293,21372.42
140294,27345.18
140295,31948.53
140296,23853.49
140297,23310.19
140298,20514.58
140299,18002.91
140300,25219.97
140301,31905.75
140302,31903.11
140303,27871.93
140304,22186.38
140305,22495.94
140306,21450.1
140307,17979.79
140308,32187.02
140309,27059.72
140310,27221.43
140311,23850.92
140312,20106.12
140313,31830.66
140314,20079.28
140315,25897.26
140316,22402.63
140317,31740.06
140318,31727.35
140319,26822.99
140320,28343.81
140321,32036.7
140322,23649.0
140323,22173.89
140324,24004.83
140325,27116.62
140326,31652.58
140327,21026.39
140328,25703.09
140329,21273.35
140330,20847.84
140331,21941.5
140332,21941.5
140333,21389.13
140334,31552.6
140335,31551.46
140336,31538.24
140337,23548.9
140338,23618.69
140339,31832.2
140340,25836.73
140341,31244.46
140342,26851.43
140343,21345.71
140344,20789.95
140345,22687.05
140346,19996.06
140347,20112.86
140348,24859.82
140349,26962.88
140350,27053.91
140351,23025.11
140352,19815.86
140353,31382.66
140354,31370.53
140355,25561.68
140356,20939.93
140357,28481.38
140358,26615.53
140359,21079.78
140360,31335.66
140361,17663.95
140362,26878.36
140363,22303.19
140364,31571.23
140365,31256.15
140366,21708.6
140367,22548.51
140368,31208.3
140369,19850.98
140370,22425.52
140371,27692.01
140372,23704.95
140373,31151.79
140374,23660.06
140375,24888.59
140376,31135.22
140377,31128.05
140378,29089.17
140379,23421.76
140380,19566.95
140381,22755.24
140382,23660.42
140383,20422.72
140384,23622.51
140385,26503.74
140386,27387.59
140387,19714.48
140388,22034.19
140389,25699.07
140390,30301.34
140391,30993.28
140392,30987.27
140393,30983.64
140394,30976.25
140395,26677.19
140396,24757.82
140397,31259.45
140398,20823.64
140399,22098.72
140400,21122.69
140401,24542.85
140402,21793.21
140403,20428.72
140404,30878.27
140405,20389.05
140406,24995.83
140407,23985.64
140408,26119.43
140409,30825.62
140410,21886.8
140411,19588.96
140412,31119.42
140413,23813.91
140414,30781.0
140415,30781.0
140416,19635.7
140417,22004.31
140418,19804.79
140419,23166.24
140420,30742.84
140421,30740.14
140422,19632.43
140423,26200.78
140424,24400.68
140425,21548.39
140426,23854.25
140427,19619.88
140428,26292.26
140429,21971.57
140430,30680.8
140431,19504.29
140432,21094.68
140433,30513.3
140434,30626.28
140435,21113.03
140436,19565.79
140437,20567.1
140438,21448.41
140439,21274.21
140440,19804.19
140441,30881.9
140442,19542.59
140443,20216.2
140444,22066.19
140445,25120.15
140446,22185.5
140447,30541.48
140448,23582.77
140449,23366.47
140450,30485.3
140451,23085.0
140452,27917.1
140453,25759.7
140454,30760.2
140455,30447.19
140456,22002.9
140457,22002.9
140458,19596.4
140459,20026.97
140460,25937.64
140461,22498.01
140462,21972.7
140463,25109.95
140464,30393.61
140465,30389.09
140466,19381.28
140467,28174.98
140468,22282.94
140469,24297.7
140470,21649.76
140471,25676.7
140472,26634.57
140473,25748.32
140474,24302.06
140475,21978.05
140476,30576.4
140477,21342.08
140478,30245.01
140479,19330.13
140480,20118.62
140481,28772.49
140482,23980.47
140483,23965.64
140484,20780.06
140485,19558.03
140486,25974.58
140487,30156.09
140488,19092.68
140489,21030.52
140490,25589.2
140491,21639.0
140492,26614.96
140493,30107.85
140494,19507.77
140495,25454.36
140496,20422.63
140497,19613.32
140498,24270.9
140499,24278.0
140500,19696.04
140501,20419.89
140502,21723.73
140503,29557.47
140504,22709.78
140505,25362.04
140506,30291.96
140507,22313.04
140508,22407.37
140509,21573.97
140510,19490.76
140511,28234.03
140512,20739.45
140513,22610.25
140514,18903.84
140515,19130.46
140516,20026.46
140517,24864.89
140518,18960.32
140519,20626.8
140520,20611.83
140521,21429.0
140522,22140.67
140523,24029.95
140524,20840.0
140525,24061.35
140526,23128.97
140527,26376.96
140528,29814.84
140529,18783.7
140530,24057.51
140531,19109.0
140532,20298.6
140533,21176.0
140534,20473.15
140535,22378.15
140536,28413.39
140537,29757.09
140538,29753.47
140539,25202.12
140540,18728.87
140541,18764.38
140542,18989.69
140543,29702.77
140544,22669.03
140545,18858.35
140546,29694.67
140547,29681.48
140548,18656.7
140549,21721.41
140550,21330.6
140551,19831.12
140552,25278.24
140553,21915.0
140554,22243.33
140555,22958.61
140556,29586.42
140557,29580.49
140558,19322.8
140559,25752.15
140560,19959.0
140561,24918.45
140562,21927.01
140563,24622.91
140564,29505.07
140565,29503.67
140566,21265.74
140567,29482.89
140568,23311.67
140569,19463.13
140570,21936.01
140571,29413.39
140572,19374.56
140573,18745.54
140574,29394.0
140575,29388.0
140576,18830.59
140577,23305.35
140578,28863.2
140579,29363.25
140580,29358.9
140581,24214.33
140582,29352.04
140583,29349.64
140584,24635.61
140585,22372.85
140586,18530.73
140587,29315.36
140588,25889.07
140589,21219.49
140590,24993.49
140591,27320.8
140592,24057.78
140593,20194.91
140594,29245.14
140595,18228.43
140596,29227.81
140597,29224.18
140598,19028.46
140599,29211.0
140600,23277.0
140601,21608.58
140602,29193.6
140603,20631.33
140604,18797.03
140605,20652.35
140606,19475.62
140607,29093.0
140608,20981.25
140609,19505.89
140610,29036.43
140611,18933.75
140612,25835.09
140613,21946.61
140614,22233.9
140615,19590.37
140616,20716.66
140617,20264.55
140618,27493.33
140619,20256.09
140620,25613.02
140621,19862.11
140622,19266.02
140623,18830.0
140624,18830.0
140625,18830.0
140626,18830.0
140627,18830.0
140628,23757.5
140629,22773.22
140630,29198.0
140631,18966.12
140632,20277.8
140633,18806.46
140634,20323.92
140635,19040.99
140636,28865.89
140637,19729.0
140638,19729.0
140639,19729.0
140640,28857.2
140641,28853.96
140642,28828.4
140643,19701.25
140644,18759.39
140645,24441.92
140646,28796.89
140647,19817.49
140648,25125.48
140649,24417.91
140650,28766.63
140651,23940.9
140652,22169.44
140653,24534.38
140654,28715.27
140655,27798.25
140656,28685.27
140657,28674.0
140658,24195.77
140659,21085.11
140660,28650.33
140661,24619.32
140662,22395.49
140663,18641.7
140664,18641.7
140665,24077.84
140666,24313.07
140667,28862.16
140668,28554.34
140669,19513.41
140670,19513.4
140671,27310.66
140672,20813.22
140673,20216.18
140674,28777.35
140675,28491.9
140676,20651.97
140677,20163.62
140678,18632.48
140679,26554.27
140680,28457.75
140681,20239.56
140682,22136.04
140683,20276.42
140684,28376.0
140685,24177.78
140686,18453.4
140687,18453.4
140688,18982.96
140689,21649.06
140690,24037.06
140691,21123.9
140692,21123.9
140693,18391.12
140694,19329.69
140695,23333.38
140696,28253.34
140697,23902.97
140698,21109.85
140699,28196.82
140700,23709.0
140701,28175.85
140702,23245.71
140703,28099.8
140704,19401.2
140705,23054.46
140706,17076.85
140707,18265.1
140708,18265.1
140709,24390.25
140710,22324.32
140711,19728.58
140712,22580.53
140713,28017.4
140714,23090.4
140715,22157.1
140716,27991.89
140717,23794.8
140718,17245.12
140719,19621.05
140720,27050.4
140721,19823.38
140722,27941.07
140723,22191.2
140724,20098.98
140725,21589.36
140726,19069.2
140727,23582.49
140728,27419.39
140729,23746.27
140730,19919.23
140731,24012.78
140732,21443.66
140733,18038.8
140734,27771.57
140735,21214.94
140736,27767.0
140737,18667.98
140738,27740.95
140739,17988.53
140740,19231.78
140741,22321.9
140742,27993.04
140743,18626.19
140744,17796.41
140745,27683.68
140746,23475.45
140747,19099.85
140748,18451.05
140749,21902.94
140750,27594.36
140751,19704.88
140752,27122.39
140753,25833.35
140754,23604.94
140755,23827.16
140756,17256.91
140757,27558.55
140758,27557.52
140759,17717.14
140760,19122.1
140761,18418.95
140762,22608.3
140763,27502.02
140764,23375.21
140765,20128.1
140766,27484.4
140767,20620.59
140768,17597.53
140769,27444.38
140770,17601.6
140771,22012.41
140772,27428.32
140773,18428.96
140774,27393.26
140775,19472.03
140776,22985.94
140777,27373.03
140778,22052.72
140779,27370.42
140780,19568.75
140781,17737.9
140782,18583.28
140783,19372.71
140784,23087.4
140785,18395.39
140786,27294.18
140787,27292.93
140788,27273.37
140789,19673.34
140790,17947.34
140791,17797.4
140792,27228.26
140793,22410.0
140794,24332.21
140795,19911.3
140796,19826.85
140797,17452.91
140798,27171.9
140799,27146.41
140800,18043.61
140801,23458.11
140802,19369.89
140803,17887.97
140804,19260.9
140805,27076.3
140806,27073.72
140807,22979.9
140808,23139.2
140809,19266.72
140810,19534.92
140811,17820.25
140812,19297.71
140813,17375.03
140814,26997.45
140815,22906.24
140816,22225.63
140817,26353.5
140818,23277.0
140819,26965.32
140820,19372.09
140821,19715.85
140822,27188.54
140823,24653.03
140824,19722.0
140825,18581.1
140826,17869.21
140827,26844.5
140828,18708.92
140829,17678.5
140830,20600.45
140831,26810.4
140832,19159.03
140833,26528.17
140834,17619.73
140835,16884.37
140836,19093.7
140837,19009.68
140838,26753.4
140839,19955.77
140840,26738.89
140841,18703.9
140842,17453.19
140843,22470.63
140844,18964.38
140845,26667.6
140846,19702.9
140847,19702.9
140848,19702.9
140849,19702.9
140850,22480.07
140851,26644.69
140852,19655.39
140853,26629.2
140854,21419.49
140855,26619.74
140856,26161.81
140857,16765.54
140858,23035.04
140859,19629.4
140860,18160.91
140861,23366.0
140862,22820.69
140863,26527.37
140864,26517.36
140865,22940.18
140866,18445.0
140867,26496.64
140868,26756.03
140869,17813.69
140870,26477.73
140871,26475.37
140872,18639.01
140873,18639.0
140874,19066.0
140875,26464.71
140876,22513.1
140877,21647.56
140878,22916.91
140879,18595.5
140880,26670.84
140881,20224.86
140882,22173.17
140883,21576.0
140884,26347.94
140885,18410.87
140886,18373.51
140887,21816.94
140888,20338.79
140889,17839.52
140890,26295.75
140891,26540.83
140892,26256.66
140893,26250.1
140894,17144.34
140895,21461.65
140896,26195.83
140897,17849.06
140898,22667.65
140899,18272.61
140900,26144.35
140901,19368.13
140902,20133.0
140903,21073.63
140904,16957.88
140905,18364.3
140906,26314.85
140907,26031.7
140908,21535.8
140909,26290.65
140910,26022.85
140911,25956.33
140912,25952.46
140913,18265.71
140914,22108.1
140915,19156.8
140916,19072.02
140917,21934.66
140918,25919.51
140919,21855.19
140920,25902.72
140921,21671.1
140922,24704.83
140923,21721.27
140924,24548.3
140925,25877.67
140926,25866.33
140927,25854.81
140928,25850.6
140929,22021.69
140930,17480.61
140931,25826.08
140932,21258.62
140933,21772.24
140934,18594.0
140935,18594.0
140936,18594.0
140937,18594.0
140938,18594.0
140939,18594.0
140940,18594.0
140941,18594.0
140942,18594.0
140943,18594.0
140944,18594.0
140945,18594.0
140946,18594.0
140947,18594.0
140948,18594.0
140949,18594.0
140950,18594.0
140951,18594.0
140952,18594.0
140953,18594.0
140954,18594.0
140955,18594.0
140956,18594.0
140957,18594.0
140958,18594.0
140959,18594.0
140960,18594.0
140961,18594.0
140962,18594.0
140963,18594.0
140964,18594.0
140965,18594.0
140966,18594.0
140967,18594.0
140968,18594.0
140969,18594.0
140970,18594.0
140971,18594.0
140972,18594.0
140973,18594.0
140974,18594.0
140975,18594.0
140976,18594.0
140977,25800.67
140978,21783.66
140979,21075.78
140980,25776.76
140981,25775.48
140982,25774.4
140983,25766.21
140984,22120.85
140985,22950.41
140986,18002.91
140987,18721.63
140988,22547.08
140989,25723.18
140990,19423.3
140991,25703.51
140992,18929.3
140993,18197.93
140994,23709.74
140995,25678.3
140996,18910.16
140997,17563.21
140998,17661.78
140999,22555.45
141000,25622.51
141001,16435.15
141002,22961.78
141003,17508.0
141004,22747.19
141005,21106.0
141006,18835.6
141007,21628.59
141008,18052.59
141009,20205.86
141010,25575.24
141011,16952.9
141012,25557.26
141013,25545.94
141014,21502.25
141015,25535.56
141016,25535.53
141017,23672.2
141018,16987.15
141019,18180.44
141020,18481.5
141021,17380.3
141022,17380.3
141023,25469.85
141024,25441.18
141025,25437.63
141026,25427.26
141027,18793.71
141028,17168.29
141029,18865.38
141030,18284.1
141031,18284.1
141032,25359.78
141033,25345.58
141034,25595.0
141035,25339.31
141036,14286.19
141037,21452.42
141038,25303.57
141039,21098.68
141040,17878.97
141041,16564.88
141042,25256.28
141043,16098.74
141044,25210.6
141045,18023.0
141046,21118.27
141047,25159.91
141048,21298.42
141049,17380.3
141050,21804.69
141051,18274.9
141052,17694.36
141053,25125.62
141054,25363.91
141055,25110.79
141056,17799.21
141057,21167.0
141058,18424.0
141059,18916.64
141060,25334.91
141061,22805.38
141062,25066.93
141063,23881.48
141064,21054.15
141065,20948.54
141066,25053.4
141067,25303.65
141068,21242.43
141069,25038.2
141070,25033.49
141071,24137.88
141072,24374.0
141073,17379.25
141074,20514.79
141075,19360.51
141076,19635.06
141077,24574.26
141078,19363.9
141079,25226.41
141080,24974.58
141081,17775.87
141082,21129.9
141083,24958.03
141084,21340.89
141085,17888.0
141086,16535.24
141087,16133.84
141088,17974.2
141089,24927.44
141090,23382.86
141091,20279.17
141092,17974.2
141093,21064.4
141094,19256.51
141095,15789.2
141096,20054.65
141097,24802.23
141098,25103.88
141099,16102.82
141100,16804.69
141101,24819.4
141102,22383.35
141103,15968.11
141104,24355.67
141105,21100.43
141106,17967.85
141107,21857.61
141108,19924.49
141109,24747.18
141110,22307.74
141111,20502.55
141112,14355.16
141113,24735.51
141114,15811.56
141115,23951.8
141116,16110.8
141117,20922.59
141118,15798.63
141119,20916.65
141120,24644.7
141121,15559.27
141122,19067.0
141123,18544.63
141124,20086.85
141125,24847.14
141126,15579.87
141127,19923.83
141128,24575.61
141129,24570.05
141130,16344.84
141131,22320.0
141132,24561.57
141133,15525.49
141134,24552.68
141135,15727.99
141136,24096.5
141137,19373.81
141138,20313.75
141139,24522.66
141140,16524.16
141141,17938.9
141142,15677.75
141143,22567.11
141144,24458.19
141145,19067.18
141146,15463.34
141147,19831.34
141148,16153.69
141149,24428.3
141150,15306.44
141151,24399.2
141152,23516.45
141153,18216.9
141154,15632.09
141155,15366.42
141156,22933.55
141157,15631.52
141158,15607.57
141159,23648.82
141160,24374.05
141161,24614.89
141162,24359.19
141163,22676.39
141164,20251.26
141165,20584.03
141166,22253.65
141167,15255.66
141168,24281.5
141169,17097.17
141170,21530.12
141171,24258.94
141172,15304.64
141173,18999.28
141174,19395.57
141175,17189.51
141176,15455.67
141177,22233.37
141178,20743.03
141179,20441.34
141180,24132.29
141181,17401.75
141182,15167.19
141183,24355.25
141184,15409.5
141185,16626.44
141186,19736.74
141187,24092.89
141188,16084.11
141189,22101.23
141190,24080.6
141191,19013.31
141192,20140.57
141193,15496.7
141194,24045.4
141195,22048.51
141196,24034.77
141197,15704.73
141198,17626.48
141199,24001.76
141200,23992.7
141201,20239.78
141202,20251.65
141203,20152.13
141204,17915.0
141205,19559.26
141206,17506.15
141207,16811.84
141208,23622.39
141209,15770.08
141210,23929.4
141211,15278.69
141212,15384.42
141213,23917.31
141214,23916.96
141215,23905.6
141216,20775.94
141217,17496.61
141218,24125.61
141219,23721.28
141220,23868.1
141221,16229.77
141222,21924.78
141223,17574.88
141224,20091.69
141225,23849.7
141226,15065.76
141227,20162.7
141228,23797.32
141229,24061.19
141230,21974.62
141231,23786.35
141232,24021.32
141233,20326.56
141234,23781.23
141235,18861.89
141236,23769.59
141237,20115.76
141238,19958.52
141239,23741.68
141240,15126.0
141241,15126.0
141242,19694.33
141243,23733.74
141244,23724.99
141245,23952.09
141246,23712.25
141247,19565.57
141248,23431.5
141249,23656.0
141250,23649.59
141251,18830.0
141252,23633.53
141253,23632.86
141254,20107.72
141255,21617.81
141256,20784.49
141257,23615.6
141258,23608.4
141259,23607.55
141260,19832.48
141261,14874.81
141262,16936.37
141263,19006.91
141264,23568.63
141265,21543.05
141266,19048.07
141267,23545.04
141268,16821.13
141269,14862.52
141270,23525.17
141271,23523.42
141272,23522.4
141273,16060.78
141274,19589.32
141275,20661.37
141276,17248.34
141277,23501.95
141278,23109.35
141279,23485.49
141280,21539.33
141281,23700.14
141282,23440.33
141283,16183.46
141284,21734.02
141285,20389.19
141286,19710.26
141287,23405.14
141288,17864.39
141289,23631.46
141290,16770.0
141291,23391.3
141292,19816.4
141293,23381.41
141294,23380.86
141295,23379.81
141296,21423.02
141297,23592.65
141298,23350.85
141299,21736.62
141300,14723.48
141301,23330.07
141302,21315.66
141303,16816.73
141304,19415.71
141305,23277.8
141306,23277.0
141307,23276.43
141308,15451.97
141309,23264.23
141310,15508.39
141311,18741.87
141312,23251.79
141313,23244.53
141314,23236.53
141315,23226.93
141316,13558.66
141317,16161.39
141318,23209.4
141319,21422.27
141320,17434.84
141321,18979.6
141322,23189.76
141323,13065.02
141324,19322.53
141325,15520.16
141326,15854.24
141327,22263.62
141328,23154.04
141329,23383.8
141330,23149.07
141331,21368.76
141332,16551.34
141333,21342.56
141334,21335.46
141335,18485.1
141336,23092.91
141337,23323.33
141338,17077.6
141339,23084.61
141340,14530.35
141341,15698.0
141342,19356.23
141343,23056.03
141344,19478.14
141345,19870.95
141346,16734.6
141347,16969.89
141348,18885.86
141349,20406.61
141350,21174.11
141351,16010.66
141352,22980.63
141353,14666.51
141354,21231.01
141355,22969.65
141356,19449.84
141357,17749.69
141358,22899.16
141359,16977.48
141360,22933.99
141361,15796.15
141362,17363.14
141363,22907.5
141364,14959.01
141365,23112.9
141366,22271.45
141367,23097.93
141368,20873.76
141369,22863.42
141370,21282.84
141371,22846.02
141372,22842.28
141373,22828.02
141374,22438.53
141375,14921.09
141376,15211.0
141377,19174.49
141378,20087.35
141379,23011.41
141380,16650.42
141381,21435.1
141382,19326.93
141383,19470.05
141384,22751.89
141385,18956.67
141386,20875.74
141387,19198.69
141388,16436.56
141389,22720.14
