FMID,MarketName,street,city,County,State,zip,x,y,Website,Facebook,Twitter,Youtube,OtherMedia,Organic,Tofu,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,WildHarvested,updateTime,Location,Credit,WIC,WICcash,SFMNP,SNAP,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time
1001021,Sakakewea Farmers Market of Beulah,,Beulah,Mercer,North Dakota,,-101.941,47.2584,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1001019,Sakakewea Farmers Market of Hazen,Hayzen All Seasons Arena parking lot,Hazen,Mercer,North Dakota,58547,-101.627,47.3006,http://www.skylineranchorganicproduce.com,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1007126,Sakonnet Growers’ Market,Pardon Gray Preserve,Tiverton,,Rhode Island,02878,-71.2134,41.6259,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1002062,Salamanca Farmers market,12 Park Ave,Salamanca,Cattaraugus,New York,14779,-78.041832,42.211214,,https://www.facebook.com/pages/Southern-Tier-Farmers-Market/165092373544019,,,,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,3/14/2014 5:02:04 PM,Local government building grounds,Y,Y,Y,Y,Y,05/20/2014 to 10/28/2014,Tue: 11:00 AM-5:00 PM;,,,,,,
1000620,Salem Farmers Market,155 W. Broadway,Salem,Salem,New Jersey,08079,-75.468051,39.572153,http://www.salemcitynj.com,,,,,-,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,5/15/2012 9:17:48 AM,Healthcare Institution,N,N,Y,Y,Y,May to August,Thu:10:00 AM - 2:00 PM;,,,,,,
1001068,Salem Farmers Market,"Village Park, Main Street (Route 22)",Salem,Washington,New York,12865,-73.32600000000002,43.1812,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011,,N,N,N,N,N,,,,,,,,
1002822,Salem Farmers Market,Railroad st,Salem,Harrison,West Virginia,26426,-80.5548,39.2818,http://Nissans 05 @ yahoo.com,,,,,-,N,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,7/1/2013 9:56:50 AM,Local government building grounds,N,N,N,N,N,,Wed: 10:00 AM-2:00 PM;Sat: 10:00 AM-2:00 PM;,,,,,,
1005214,Salem Farmers Market,3 East Main Street,Salem,Roanoke,Virginia,24153,-80.05860600000003,37.292997,http://market.salemva.gov,,https://twitter.com/SalemVaMarket,,,-,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,4/15/2014 2:22:54 PM,Local government building grounds,Y,N,N,N,Y,04/05/2014 to 12/20/2014,Tue: 8:00 AM-5:00 PM;Wed: 8:00 AM-5:00 PM;Thu: 8:00 AM-5:00 PM;Fri: 8:00 AM-5:00 PM;Sat: 7:00 AM-2:00 PM;,01/04/2014 to 03/29/2014,Sat: 9:00 AM-12:00 PM;,,,,
1011396,Salem Farmers Market,200 Main Street,Salem,Dent,Missouri,65560,-91.5362647,37.6442949,,https://www.facebook.com/salemfarmersmarket,,,,-,N,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,N,Y,7/17/2015 2:37:54 PM,,Y,N,N,N,Y,05/02/2015 to 10/03/2015,Tue: 3:00 PM-6:00 PM;Sat: 7:30 AM-12:00 PM;,,,,,,
1003412,Salem Farmers' Market,Front Street at Derby Square,Salem,Essex,Massachusetts,01970,-70.894653,42.520665,http://www.salemfarmersmarket.org,https://www.facebook.com/SalemMAFarmersMarket,https://twitter.com/salemfarmmarket,,,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,6/28/2016 1:05:45 PM,,Y,Y,N,Y,Y,06/09/2016 to 10/13/2016,Thu: 3:00 PM-7:00 PM;,,,,,,
1009275,Salem Farmers' Market ,82 Norwich Rd (Rt 82),Salem,,Connecticut,,-72.2597,41.4807,http://www.localharvest.org/salem-farmers-market-M5368,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013,,Y,N,N,N,N,,,,,,,,
1009753,Salem NH Farmers Market,37 lake Street,Salem,Rockingham,New Hampshire,03079,-71.22910949999998,42.7991512,http://www.SalemNHFarmersMarket.org,https://www.facebook.com/salemnhfarmersmarket?ref=hl,https://twitter.com/Salemfarmersmkt,,,-,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,4/4/2014 11:18:50 AM,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",Y,N,N,N,Y,01/05/2014 to 12/31/2014,Sun: 10:00 AM-2:00 PM;,,,,,,
1004183,Salem Public Market,1240 Rural Ave SE,Salem,Marion,Oregon,97302,-123.029999,44.920896,http://www.salempublicmarket.com,,,,,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,5/25/2012 12:54:21 AM,,Y,Y,N,Y,Y,January to December,Sat:8:30 AM - 2:00 PM;,,,,,,
1009795,Salem Saturday Market,Summer & Marion Street (block),Salem,Marion,Oregon,97309,-123.027329,44.942563,http://www.salemsaturdaymarket.com,https://www.facebook.com/SalemSaturdayMarketOR,,,,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,4/4/2014 8:53:05 PM,Federal/State government building grounds,Y,Y,Y,N,Y,04/05/2014 to ,Mon: 9:00 AM-3:00 PM;,,,,,,
1011316,Salem Saturday Market - Holiday Market,Oregon State Fairgrounds,Salem,Marion,Oregon,97309,-123.010552,44.959011,http://www.salemsaturdaymarket.com,https://www.facebook.com/SalemSaturdayMarketOR?ref=hl,,,,Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,Y,N,7/9/2015 4:09:13 PM,,Y,N,N,N,Y,12/12/2015 to 12/13/2015,Sat: 10:00 AM-6:00 PM;Sun: 10:00 AM-4:00 PM;,,,,,,
1009796,Salem Saturday Market - Monday Hospital Market,Oak Street,Salem ,Marion,Oregon,97309,-123.034195,44.933256,http://www.salemsaturdaymarket.com,https://www.facebook.com/SalemSaturdayMarketOR,,,,Y,N,Y,N,N,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,4/4/2014 8:55:53 PM,Healthcare Institution,Y,Y,Y,N,Y,06/02/2014 to ,Mon: 9:00 AM-3:00 PM;,,,,,,
1009794,Salem Saturday Market - Wednesday Farmers Market,Chemeketa Street - between Liberty & High Streets,Salem,Marion,Oregon,97309,-123.036886,44.942,http://www.salemsaturdaymarket.com,https://www.facebook.com/SalemSaturdayMarketOR,,,,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,4/4/2014 8:47:25 PM,Closed-off public street,Y,Y,Y,N,Y,05/07/2014,Mon: 10:00 AM-2:00 PM;,,,,,,
1005167,Salina Farmers Market,460 South  Ohio,Salina,Saline,Kansas,67401,-97.596,38.8336,http://www.salina-ks.gov/content/134/1488.aspx,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1009680,Salinas Valley Memioral Healthcare Certified Farmers' Market,450 East Romie Lance,Salinas ,Monterey,California,93901,-121.647188,36.660072,http://www.everyonesharvest.org,https://www.facebook.com/EveryonesHarvest?ref=hl,,,,Y,N,Y,N,N,Y,N,N,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,Y,N,N,N,Y,N,Y,N,N,N,6/27/2016 3:23:24 PM,,Y,Y,Y,Y,Y,05/25/2016 to 10/26/2016,Fri: 1:30 PM-5:30 PM;,,,,,,
1004988,Saline Farmers Market,S. Ann Arbor Street,Saline,Washtenaw,Michigan,48176,-83.78209,42.165686,http://www.cityofsaline.org/farmersmarket,https://www.facebook.com/pages/Saline-Farmers-Market/199592293395735,,,,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,N,N,3/20/2014 10:26:27 AM,Other,Y,Y,N,Y,Y,05/03/2014 to 10/11/2014,Sat: 8:00 AM-12:00 PM;,,,,,,
1004989,Saline Farmers Market,555 N Maple Road,Saline,Washtenaw,Michigan,48176,-83.774869,42.178003,http://www.cityofsaline.org/farmersmarket,https://www.facebook.com/pages/Saline-Farmers-Market/199592293395735,,,,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,3/20/2014 10:20:47 AM,Other,Y,Y,N,Y,Y,06/03/2014 to 09/30/2014,Tue: 3:00 AM-7:00 PM;,,,,,,
1004990,Saline Farmers Market,7265 Saline Ann Arbor Road,Saline,Washtenaw,Michigan,48176,-83.785027,42.179257,http://www.cityofsaline.org/farmersmarket,https://www.facebook.com/pages/Saline-Farmers-Market/199592293395735,,,,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,3/20/2014 10:30:42 AM,Other,Y,N,N,N,N,10/18/2014 to 04/25/2015,Sat: 9:00 AM-1:00 PM;,,,,,,
1009460,"Salisbury ""shore fresh"" farmers market ",Market Street off Rt 13 River walk,Salisbury,,Maryland,,-75.5954,38.3656,http://www.localharvest.org/salisbury-shore-fresh-farmers-market-M17843,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013,,Y,N,N,N,N,,,,,,,,
1001495,Salisbury-Rowan County Farmers Market,South Jackson St and West Fisher St,Salisbury,Rowan,North Carolina,28144,-80.472697,35.668332,http://www.salisburyfarmersmarket.com,https://www.facebook.com/SalisburyFarmersMarket,,,,-,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,N,N,3/20/2015 8:44:12 AM,,Y,Y,N,N,N,04/25/2015 to ,Wed: 4:00 PM-7:00 PM;Sat: 8:00 AM-12:00 PM;,,,,,,
1008197,Salish Crossing Farmer's Market,Dayton and Sunset,Edmonds ,Snohomish,Washington,98020,-122.383594,47.809985,,https://www.facebook.com/SalishCrossingFarmersMarket,https://twitter.com/salishmarket,,,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,6/17/2013 4:51:39 PM,Private business parking lot,Y,N,N,N,N,06/12/2013 to 09/25/2013,Wed: 3:00 PM-7:00 PM;,,,,,,
1002486,Salmon Creek Farmers' Market,1309 NE 134th Street,Vancouver,Clark,Washington,98685,-122.657332,45.716862,http://www.salmoncreekfarmersmarket.com,https://www.facebook.com/SalmonCreekFarmersMarket,,,,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,3/14/2014 9:22:58 PM,Private business parking lot,Y,Y,N,Y,Y,07/11/2013 to 09/26/2013,Thu: 3:00 PM-7:00 PM;,,,,,,
1002485,Salmon Creek Farmers' Market at Legacy Hospital,2211 NE 139th Street,Vancouver,Clark,Washington,98686,-122.648554,45.720387,http://www.salmoncreekfarmersmarket.com,https://www.facebook.com/SalmonCreekFarmersMarket,,,,Y,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,6/27/2013 4:32:45 PM,Healthcare Institution,Y,Y,N,Y,Y,07/09/2013 to 09/24/2013,Tue: 11:00 AM-3:00 PM;,,,,,,
1001724,Salmon Tract Farmers Market,"Behind Boda's Bar & Grill, Hwy. 93",Hollister,,Idaho,83301,-114.575,42.3532,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1004113,Salmonberry Naturals Organic Farmers Market,Highway 126 and Quince Street,Florence,Lane,Oregon,97439,-124.101,43.9746,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1009260,Salomon Spring Market & Salomon Farmers' Market ,817 W. Dupont Rd,Fort Wayne,,Indiana,46825,-85.1522,41.1754,http://www.localharvest.org/salomon-spring-market-salomon-farmers-market-M9227,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013,,Y,N,N,N,N,,,,,,,,
1009356,Salt Air Market,City Hall,Port St. Joe,,Florida,32456,-85.3014,29.8127,http://www.saltairmarket.com/,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013,,Y,N,N,N,N,,,,,,,,
1005040,Salt Lake City Downtown Farmers Market,Historic Pioneer Park (300 S. 300 W.),Salt Lake City,Salt Lake,Utah,84101,-111.9012,40.7615,http://www.slcfarmersmarket.org,https://www.facebook.com/slcfarmersmarket,https://twitter.com/SLCFarmersMrkt,,instagram.com/slcfarmersmarket,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,3/24/2015 12:50:36 PM,,Y,N,N,N,Y,06/13/2015 to 10/24/2015,Sat: 8:00 AM-2:00 PM;,08/04/2015 to 10/20/2015,Tue: 4:00 PM-8:00 PM;,,,,
1005262,Salt Lake Municipal Lot (People's Open Market),5337 Likini Street,Honolulu,Honolulu,Hawaii,96818,-157.904131,21.346157,http://www.honolulu.gov/parks/programs/pom,,,,,N,N,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,Y,N,N,3/25/2015 4:18:59 PM,,Y,N,N,Y,Y,01/01/2014 to 12/31/2014,Sat: 11:00 AM-12:00 PM;,,,,,,
1000177,SaltAir Farmers' Market,Highway 71,Port St. Joe,Gulf,Florida,,-85.2972,29.8147,http://www.saltairmarket.com,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1002055,Saluda County Farmers Market,City Hall Parking Lot,Ridge Spring,Saluda,South Carolina,29129,-81.6606,33.8451,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1002772,Saluda Outdoor Farmers Market,Courthouse Square,Saluda,Middlesex,Virginia,23149,-76.6336,37.5429,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1003295,Sammamish Farmers Market,801 228th Ave SE,Sammamish,King,Washington,98075,-122.0355952,47.601774,http://www.sammamishfarmersmarket.org,https://www.facebook.com/sammamishfarmersmarket,,,,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,N,6/10/2013 12:50:41 PM,Local government building grounds,Y,Y,N,Y,N,05/15/2013 to 09/25/2013,Wed: 3:00 PM-8:00 PM;,,,,,,
1009487,Sampson Farmers Market ,215 Lisbon Street,Clinton,,North Carolina,28328,-78.3218,34.9969,http://www.cityofclintonnc.com/sampson-market.html,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013,,Y,N,N,N,N,,,,,,,,
1004520,San Antonio Farmers Market Association - Leon Valley,6427 Evers Rd.,Leon Valley,Bexar,Texas,78238,-98.613282,29.5007767,http://www.SanAntonioFarmersMarket.org,,,,,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,6/26/2013 7:52:30 PM,Local government building grounds,Y,N,Y,Y,Y,,Wed: 8:00 AM-1:00 PM;,,,,,,
1004519,San Antonio Farmers Market at St. Matthews,11121 Wurzbach,San Antonio,Bexar,Texas,78230,-98.550282,29.543276,http://www.SanAntonioFarmersMarket.org,,,,,N,N,N,N,N,N,Y,N,N,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,6/26/2013 7:50:39 PM,"Faith-based institution (e.g., church, mosque, synagogue, temple)",Y,N,Y,Y,Y,01/04/2013 to 12/27/2013,Fri: 8:00 AM-1:00 PM;,,,,,,
1004522,San Antonio Farmers Market Olmos Basin,100 Jackson Keller,San Antonio,Bexar,Texas,78216,-98.4947323,29.4943094,http://www.SanAntonioFarmersMarket.org,,,,,N,N,Y,N,N,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,3/20/2014 10:42:43 AM,Local government building grounds,Y,N,Y,Y,Y,01/01/2014 to 12/31/2014,Tue: 8:00 AM-1:00 PM;Sat: 8:00 AM-1:00 PM;,,,,,,
1007789,San Antonio Food Bank Farmers' Market Association,"111 Soledad Street, #811",San Antonio,Bexar County,Texas,,-98.4928,29.4255,http://www.safoodbank.org/index.php/programs/nutrition/farmers-market,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011,,N,N,N,N,N,,,,,,,,
1002381,San Bernardino Farmers Market,1001 Highland Avenue,San Bernardino,San Bernardino,California,92413,-117.305,34.136,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1006596,San Bruno Farmers' Market,1150 El Camino Real,San Bruno,San Mateo,California,94066,-122.4188443,37.6358529,http://www.pcfma.com/sanbruno,,,,,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,6/14/2012 11:30:20 AM,Local government building grounds,N,Y,N,Y,Y,May to November,sun:9:00 AM - 1:00 PM;,,,,,,
1007861,San Carlos CFM,Laurel St btwn Olive & cherry,San Carlos,San Mateo County,California,,-122.259,37.5043,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011,,N,N,N,N,N,,,,,,,,
1007252,San Clemente Village Farmers Market,200 Avenida Del Mar Drive,San Clemente,Orange,California,92672,-72.7301,41.7556,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1005361,San Deigo Barrio Marketplace Certified Farmers Market,2258 Island Avenue,San Diego,San Diego,California,92102,-117.143,32.7106,http://www.BarrioMarketplace.com,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,12/15/2011 3:53:10 PM,,N,N,N,N,N,,,,,,,,
1001824,San Diego Carmel Creek,"3710 Del Mar Hts. Rd.,Torrey Pines High School",Escondido,San Diego,California,92029,-117.232,32.9142,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1005745,San Diego East Village Farmers Market,8th Avenue,San Diego,San Diego,California,92101,-116.733,33.0358,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,12/15/2011 3:59:33 PM,,N,N,N,N,N,,,,,,,,
1002752,San Diego Gaslamp Third Avenue Certified Farmers Market and Asian Bazar,400 block of Third Avenue,San Diego,San Diego,California,92101,-119.601,37.2417,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,12/15/2011 3:34:33 PM,,N,N,N,N,N,,,,,,,,
1000884,San Diego Little Italy Mercato,519 W. Cedar Street at India Street,San Diego,San Diego,California,92101,-117.16755790000002,32.7219312,http://www.littleitalymercato.com,https://www.facebook.com/LittleItalyMercato,https://twitter.com/LIMercato,https://www.youtube.com/LittleItalyofSD,http://instagram.com/littleitalymercato,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,3/20/2015 4:45:22 PM,,Y,Y,N,N,Y,01/01/2015 to 12/31/2015,Sat: 8:00 AM-2:00 PM;,,,,,,
1007864,San Diego Mira Mesa Farmers Market,10510 Reagan Road,San Diego,San Diego,California,92126,-119.601,37.2417,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,12/15/2011 3:40:04 PM,,N,N,N,N,N,,,,,,,,
1007851,San Diego Tu Mercado Certified Farmers Market,5998 Alcala Park,San Diego,,California,92110,-117.187,32.772,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1008699,San Dimas CFM,142 E. Bonita Ave.,San Dimas ,Los Angeles,California,91773,-117.80419,34.107749,http://www.AFHL.ORG,https://www.facebook.com/pages/San-Dimas-Farmers-Market/106993032668777,,,,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,3/14/2014 12:15:45 PM,Federal/State government building grounds,Y,Y,N,Y,Y,04/02/2014 to 09/03/2014,Wed: 4:00 PM-8:30 PM;,,,,,,
1000385,San Felipe Farmers Market,25 Hagen Road,San Felipe Pueblo,Sandoval,New Mexico,87001,-106.4044,35.41646,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/27/2012 8:59:41 AM,Private business parking lot,N,N,N,N,N,,,,,,,,
1009080,San Francisco Alemany Farmers Market,100 Alemany Boulevard,San Francisco,San Francisco,California,94110,-122.4085979,37.7373447,,,,,,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,Y,N,Y,N,Y,Y,N,N,7/27/2015 5:33:49 PM,,Y,Y,N,Y,N,01/01/2015 to 12/31/2015,Sat: 5:00 AM-3:00 PM;,,,,,,
1001014,San Francisco Cannery Farmers Market,Del Monte Square,San Francisco,San Francisco,California,94133,-122.419,37.8078,http://www.thecannery.com,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1002738,San Francisco Certified Farmers' Market at Crocker Galleria,"Crocker Galleria, 50 Montgomery & Post Street",San Francisco,San Francisco,California,94104,-122.402784,37.789216,http://www.cafarmersmkts.com/markets/category/crocker-galleria,https://www.Facebook.com/SFFarmersMkt,https://twitter.com/cafarmersmkts,,http://www.pinterest.com/cafarmersmkts/,Y,N,Y,Y,N,N,N,N,Y,Y,Y,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,Y,Y,N,N,4/1/2014 5:24:22 PM,Other,Y,Y,N,Y,Y,01/01/2014 to 12/31/2014,Thu: 11:00 AM-3:00 PM;,06/03/2014 to 09/25/2014,Tue: 11:00 AM-3:00 PM;,,,,
1000978,San Francisco Farmers Market Parkmerced,Serrano and Arballo Drive,San Francisco,San Mateo,California,91132,-122.427,37.6555,http://www.cafarmersmkts.com,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1011430,San Francisco Fillmore Certified Farmers' Market,Fillmore St. and O'Farrell St.,San Francisco ,San Francisco,California,94115,-122.4327477,37.7833115,http://pcfma.org,facebook.com/FillmoreFarmersMarket,twitter.com/PacCoastFarmers,,instagram.com/pcfma,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,7/23/2015 4:37:56 PM,,Y,Y,N,Y,Y,01/01/2015 to 12/31/2015,Sat: 9:00 AM-1:00 PM;,,,,,,
1009626,San Gabriel CFM (Thursday Summer Evenings),Vincent Lugo Park 300 W. Wells Ave.,San Gabriel ,Los Angeles,California,91776,-118.10654,34.084723,,,,,,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,3/14/2014 11:54:11 AM,Other,Y,Y,N,Y,Y,04/03/2014 to 09/25/2014,Thu: 4:00 PM-8:00 PM;,,,,,,
1001902,San Geronimo Valley Farmers Market,Valley Presbyterian Church,Forest Knolls,Marin,California,94933,-122.671,38.0154,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1009457,San Jacinto Valley Certified Farmers' Market ,2575 So. San Jacinto Ave,San Jacinto,,California,92544,-116.959,33.759,http://www.localharvest.org/san-jacinto-valley-certified-farmers-market-M59128,https://www.facebook.com/SanJacintoValleyCertifiedFarmersMarket,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013,,Y,N,N,N,N,,,,,,,,
1005215,San Jose City Hall FM,5Th Street & San Fernado St.,San Jose,Santa Clara,California,,-121.885,37.3363,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011,,N,N,N,N,N,,,,,,,,
1007359,San Jose Evergreen Farmers Market,"300 Aborn Rd., La Rochelle Winery",Fremont,Alameda,California,94538,-121.779,37.3153,http://www.urbanvillageonline.com,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
